	GenomeID	GTDB_Tax	NCBI_Tax	nifH	EV_nifH	bitscore_nifH	nifD	EV_nifD	bitscore_nifD	nifK	EV_nifK	bitscore_nifK	vnfH	EV_vnfH	bitscore_vnfH	vnfD	EV_vnfD	bitscore_vnfD	vnfK	EV_vnfK	bitscore_vnfK	anfH	EV_anfH	bitscore_anfH	anfD	EV_anfD	bitscore_anfD	anfK	EV_anfK	bitscore_anfK	nflD	EV_nflD	bitscore_nflD	nflH	EV_nflH	bitscore_nflH	ChlN	EV_ChlN	bitscore_ChlN	ChIl	EV_ChIl	bitscore_ChIl	ChlB	EV_ChlB	bitscore_ChlB
4293	RS_GCF_004339805.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Sporomusales;f__Thermosinaceae;g__Anaerospora;s__Anaerospora hongkongensis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Anaerospora;s__Anaerospora hongkongensis	NZ_SLUI01000015.1_29	1.8e-99	330.7	NZ_SLUI01000005.1_199	1.7000000000000002e-216	717.7	NZ_SLUI01000005.1_198	3.9e-199	660.0																																	
4294	GB_GCA_016223015.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geoanaerobacter;s__Geoanaerobacter sp016223015	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;x__unclassified Geobacter;s__Geobacter sp.	JACRPV010000241.1_5	6.4e-97	321.6	JACRPV010000196.1_2	1.8000000000000003e-214	710.4	JACRPV010000196.1_3	4.9e-189	626.0																																	
4295	GB_GCA_016281495.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp016281495	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;x__unclassified Treponema;s__Treponema sp.	JAEEIU010000004.1_29	8.3e-88	291.7	JAEEIU010000003.1_37	2.3e-122	406.5	JAEEIU010000003.1_38	9.1e-132	437.2																																	
4296	GB_GCA_905234515.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_B;s__Selenomonas_B sp905234515	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;x__environmental samples;s__uncultured Selenomonas sp.	CAJOIN010000112.1_3	1.1e-99	330.7	CAJOIN010000216.1_1	8.9e-120	398.0	CAJOIN010000224.1_3	3.5e-119	395.8																																	
4297	RS_GCF_000092205.1	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__Desulfurivibrio;s__Desulfurivibrio alkaliphilus	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfurivibrio;s__Desulfurivibrio alkaliphilus;x__Desulfurivibrio alkaliphilus AHT 2	NC_014216.1_2020	8.899999999999998e-91	301.3	NC_014216.1_2473	2.2e-216	716.6	NC_014216.1_2474	1.9e-200	663.6																																	
4298	GB_GCA_902783155.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp902783155	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;x__environmental samples;s__uncultured Spirochaetaceae bacterium	CACZPR010000005.1_66	1.4e-87	290.9	CACZPR010000118.1_82	4.4e-138	458.3	CACZPR010000118.1_81	3.9999999999999997e-128	425.1																																	
4299	RS_GCF_016458305.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas anaerohicana	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geomonas;s__Geomonas anaerohicana	NZ_JAEMHL010000013.1_26	3.7e-96	319.7	NZ_JAEMHL010000003.1_486	7.500000000000001e-214	708.9	NZ_JAEMHL010000003.1_485	4.1e-192	636.7																																	
4300	GB_GCA_003246855.1	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Ilyobacter_A;s__Ilyobacter_A polytropus_A	d__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Ilyobacter;s__Ilyobacter polytropus	QKCP01000125.1_9	7.7e-79	262.0	QKCP01000121.1_36	4.8e-210	695.6	QKCP01000121.1_37	1.1e-195	647.7																																	
4301	RS_GCF_016584105.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira shaposhnikovii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Ectothiorhodospira;s__Ectothiorhodospira shaposhnikovii	NZ_NRSM01000047.1_14	6.3e-95	315.4	NZ_NRSM01000036.1_2	3.6e-230	762.5	NZ_NRSM01000036.1_3	3.3e-200	663.1																									NZ_NRSM01000015.1_46	6.3e-216	714.9	NZ_NRSM01000013.1_46	7.9e-144	475.9	NZ_NRSM01000015.1_47	5.699999999999998e-271	897.4
4302	RS_GCF_000993825.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus durus_B	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus durus;x__Paenibacillus durus ATCC 35681	NZ_CP011114.1_4467	1e-98	328.4	NZ_CP011114.1_3301	1e-221	735.2	NZ_CP011114.1_3300	2e-188	624.8	NZ_CP011114.1_3302	8.100000000000001e-170	561.8	NZ_CP011114.1_1426	5.800000000000001e-297	982.9	NZ_CP011114.1_1428	1.3e-263	872.9																								
4303	GB_GCA_903889845.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__GAS474;g__GAS474;s__GAS474 sp903889845	d__Bacteria;x__PVC group;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Verrucomicrobium;x__environmental samples;s__uncultured Verrucomicrobium sp.	CAISZB010000191.1_2	1.8e-37	126.4	CAISZB010000095.1_9	1.4e-214	710.8	CAISZB010000095.1_8	2.3e-179	594.2																																	
4304	RS_GCF_009731355.2	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__SZUA-540;g__SZUA-540;s__SZUA-540 sp009731355	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;x__unclassified Desulfuromonas;s__Desulfuromonas sp. AOP6	NZ_AP022810.1_2999	8.9e-97	321.2	NZ_AP022810.1_2669	7.6e-213	705.1	NZ_AP022810.1_2668	2.6000000000000007e-186	617.1																																	
4305	GB_GCA_003499955.1	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__UBA9579;g__UBA9971;s__UBA9971 sp003499955	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__unclassified Cyanobacteria;s__Cyanobacteria bacterium UBA9971	DNRP01000058.1_1	4.3e-27	92.1	DNRP01000051.1_8	1.8e-62	208.7	DNRP01000051.1_7	4.4e-58	194.0																																	
4306	GB_GCA_016208105.1	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Fundidesulfovibrio;s__Fundidesulfovibrio sp016208105	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;x__unclassified Desulfovibrio;s__Desulfovibrio sp.	JACQYS010000027.1_120	7e-88	292.3	JACQYS010000027.1_33	4.7e-215	712.7	JACQYS010000027.1_32	3.9e-197	653.1																																	
4307	GB_GCA_016278365.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp016278365	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;x__unclassified Methanolobus;s__Methanolobus sp.	JADQBZ010000011.1_46	5.1e-42	141.3	JADQBZ010000002.1_302	3.8e-213	706.0	JADQBZ010000002.1_303	8.8e-180	595.5																			JADQBZ010000011.1_160	4.8e-171	565.7	JADQBZ010000011.1_159	1.3e-131	437.5									
4308	GB_GCA_903847155.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxydans;s__Sideroxydans sp903847155	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Gallionellaceae;x__environmental samples;s__uncultured Gallionellaceae bacterium	CAINCU010000046.1_35	1.1e-95	317.7	CAINCU010000043.1_19	3.5e-230	762.3	CAINCU010000043.1_20	2.6e-197	653.4																																	
4309	RS_GCF_000725345.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__Pelosinus;s__Pelosinus sp000725345	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus;x__unclassified Pelosinus;s__Pelosinus sp. UFO1	NZ_CP008852.1_4500	1.7e-100	334.1	NZ_CP008852.1_36	1.1e-212	705.3	NZ_CP008852.1_37	1.1e-196	651.9										NZ_CP008852.1_3864	8.2e-177	584.3	NZ_CP008852.1_3861	0.0	1140.2	NZ_CP008852.1_3859	6e-288	953.1															
4310	GB_GCA_902810715.1	d__Bacteria;p__Actinobacteriota;c__Aquicultoria;o__Aquicultorales;f__Aquicultoraceae;g__CADDYS01;s__CADDYS01 sp902810715	d__Bacteria;x__unclassified Bacteria;s__bacterium	CADDYS010000023.1_3	1.4999999999999999e-90	300.5	CADDYS010000120.1_1	1.5e-203	674.2	CADDYS010000103.1_4	1.7000000000000001e-180	597.7																																	
4311	GB_GCA_017476165.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp017476165	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;x__unclassified Treponema;s__Treponema sp.	JAFVDR010000179.1_2	5.4000000000000015e-87	288.8	JAFVDR010000011.1_4	7.0999999999999994e-127	421.2	JAFVDR010000064.1_2	1.5e-129	429.7																																	
4312	GB_GCA_002316675.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp002316675	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Tyzzerella;x__unclassified Tyzzerella;s__Tyzzerella sp. UBA1042	DCDZ01000017.1_79	4.4e-99	328.5	DCDZ01000030.1_40	2.7000000000000003e-133	442.4	DCDZ01000030.1_41	1.7000000000000002e-122	406.4																																	
4313	RS_GCF_004917065.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas ferrireducens	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;x__unclassified Geobacter;s__Geobacter sp.	NZ_SSYA01000001.1_948	2.9e-96	320.0	NZ_SSYA01000002.1_480	2.9e-217	720.2	NZ_SSYA01000002.1_481	3.1e-192	637.1																																	
4314	RS_GCF_900184095.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio mangrovi	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio mangrovi	NZ_FXXI01000012.1_18	1.6e-94	314.3	NZ_FXXI01000001.1_401	7.4e-219	725.5	NZ_FXXI01000001.1_402	1.9e-195	647.7																																	
4315	GB_GCA_011328795.1	d__Bacteria;p__Desulfobacterota;c__WTBG01;o__CAIYCZ01;f__CAIYCZ01;g__DSVK01;s__DSVK01 sp011328795	d__Bacteria;p__Proteobacteria;x__unclassified Proteobacteria;s__Proteobacteria bacterium	DSVK01000056.1_6	5.1e-93	309.0	DSVK01000252.1_1	8e-55	183.9	DSVK01000166.1_18	2.3e-63	211.9																																	
4316	GB_GCA_007135635.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylotuvimicrobium;s__Methylotuvimicrobium sp007135635	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylomicrobium;x__unclassified Methylomicrobium;s__Methylomicrobium sp.	SLIO01000203.1_3	1.3e-94	314.0	SLIO01000217.1_6	8.9e-233	770.7	SLIO01000217.1_7	5.6e-202	668.6																																	
4317	RS_GCF_014203125.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas rhenobacensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Bradyrhizobiaceae;g__Rhodopseudomonas;s__Rhodopseudomonas rhenobacensis	NZ_JACHIH010000021.1_79	3.8e-101	336.2	NZ_JACHIH010000016.1_88	6.8e-228	755.4	NZ_JACHIH010000016.1_87	1.6000000000000002e-201	667.9										NZ_JACHIH010000003.1_47	7.6e-175	577.8	NZ_JACHIH010000003.1_48	0.0	1088.1	NZ_JACHIH010000003.1_50	1.3e-280	928.8							NZ_JACHIH010000045.1_4	2.3e-215	713.5	NZ_JACHIH010000045.1_7	3.1e-142	471.1	NZ_JACHIH010000045.1_5	7.1e-271	897.5
4318	RS_GCF_016458235.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas propionica	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geomonas;s__Geomonas propionica	NZ_JAEMHK010000001.1_333	8.1e-97	321.9	NZ_JAEMHK010000008.1_133	8.1e-216	715.4	NZ_JAEMHK010000008.1_132	2.2e-191	634.3																																	
4319	RS_GCF_004346165.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Muricomes;s__Muricomes intestini	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium	NZ_SLZZ01000008.1_106	7.8e-92	305.2	NZ_SLZZ01000007.1_77	1.6e-205	681.2	NZ_SLZZ01000007.1_76	1.4999999999999996e-177	588.4																																	
4320	GB_GCA_016937035.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__Pontiella sp016937035	d__Bacteria;x__PVC group;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;x__unclassified Pontiellaceae;s__Pontiellaceae bacterium	JAFGWS010000120.1_1	2.2e-88	293.2	JAFGWS010000047.1_23	1.2e-207	687.6	JAFGWS010000047.1_22	6.2e-195	645.1																																	
4321	RS_GCF_000981585.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus riograndensis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;x__Paenibacillus sonchi group;s__Paenibacillus riograndensis;x__Paenibacillus riograndensis SBR5	NZ_LN831776.1_6697	4.7e-100	333.1	NZ_LN831776.1_5466	2.7e-218	724.2	NZ_LN831776.1_5465	1.8e-183	608.9										NZ_LN831776.1_2646	3.5e-175	579.4	NZ_LN831776.1_2647	0.0	1124.6	NZ_LN831776.1_2649	5.2e-282	934.0															
4322	GB_GCA_017642335.1	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp017642335	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;x__unclassified Fibrobacter;s__Fibrobacter sp.	JAGCPF010000002.1_73	7.8e-88	291.9	JAGCPF010000063.1_65	2.8000000000000003e-133	442.7	JAGCPF010000063.1_64	1.0999999999999999e-121	404.1																																	
4323	RS_GCF_017310645.1	d__Bacteria;p__Firmicutes_B;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__PLLO;s__PLLO sp017310645	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Desulfitobacterium;x__unclassified Desulfitobacterium;s__Desulfitobacterium sp. PLL0	NZ_JAFLRH010000017.1_151	1.4e-99	330.4	NZ_JAFLRH010000019.1_155	2e-217	720.3	NZ_JAFLRH010000019.1_156	3.6e-195	646.3																																	
4324	GB_GCA_902781565.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp902781565	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;x__environmental samples;s__uncultured Ruminococcus sp.	CACZJT010000008.1_36	3.1e-88	292.9	CACZJT010000011.1_21	1.2e-140	466.6	CACZJT010000011.1_22	1.5e-116	386.9																																	
4325	RS_GCF_016772475.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus sonchi	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus;x__Paenibacillus sonchi group;s__Paenibacillus sonchi;x__Paenibacillus sonchi X19-5	NZ_CP068595.1_1766	5.1e-100	333.1	NZ_CP068595.1_546	1.3000000000000002e-218	725.4	NZ_CP068595.1_545	1.9e-183	608.9																																	
4326	RS_GCF_018394335.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Shewanella;s__Shewanella dokdonensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanella dokdonensis	NZ_CP074572.1_1989	7.199999999999999e-96	318.8	NZ_CP074572.1_2891	4.8000000000000005e-223	739.3	NZ_CP074572.1_2892	2.8e-198	657.1																																	
4327	RS_GCF_014202415.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;s__Tolumonas osonensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Tolumonas;s__Tolumonas osonensis	NZ_JACHGR010000008.1_165	8.5e-96	318.0	NZ_JACHGR010000001.1_109	1e-225	747.5	NZ_JACHGR010000001.1_108	8.9e-200	661.5																																	
4328	RS_GCF_008041945.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Natronospirillaceae;g__Reinekea;s__Reinekea thalattae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Reinekea;s__Reinekea thalattae	NZ_VKAD01000001.1_1712	3.7e-94	312.4	NZ_VKAD01000001.1_65	3e-225	745.8	NZ_VKAD01000001.1_64	4.2e-193	639.3																																	
4329	RS_GCF_000255555.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D saccharophilum	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;x__unclassified Treponema;s__Treponema sp.	NZ_AGRW01000052.1_28	1.2e-87	291.2	NZ_AGRW01000050.1_4	3.9999999999999997e-128	425.5	NZ_AGRW01000050.1_10	1.8e-129	429.6																																	
4330	GB_GCA_902802515.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Merdiplasma;s__Merdiplasma sp902802515	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__environmental samples;s__uncultured Lachnospiraceae bacterium	CADCMM010000003.1_27	1e-94	314.1	CADCMM010000018.1_8	5.8e-136	451.0	CADCMM010000018.1_9	2.2e-129	429.0																																	
4331	GB_GCA_002431805.1	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Senegalimassilia;s__Senegalimassilia sp002431805	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;x__unclassified Eggerthellaceae;s__Eggerthellaceae bacterium UBA5906	DJEE01000157.1_15	3.5e-97	322.0	DJEE01000030.1_6	1.1e-128	427.0	DJEE01000030.1_5	3.7e-106	352.3																																	
4332	RS_GCF_003046625.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Mangrovibacterium;s__Mangrovibacterium marinum	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Mangrovibacterium;s__Mangrovibacterium marinum	NZ_QAAD01000007.1_163	1.7e-89	297.5	NZ_QAAD01000014.1_54	1.4e-207	688.0	NZ_QAAD01000014.1_55	6.9e-197	652.2																																	
4333	GB_GCA_001804865.1	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__LD1-PB3;f__GWF2-57-35;g__GWF2-57-35;s__GWF2-57-35 sp001804865	d__Bacteria;x__PVC group;p__Verrucomicrobia;x__unclassified Verrucomicrobia;s__Verrucomicrobia bacterium	MHBK01000049.1_13	8.4e-90	298.7	MHBK01000027.1_25	2.7000000000000003e-211	700.3	MHBK01000027.1_24	2.8e-195	647.0																																	
4334	RS_GCF_000619945.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AO;s__Clostridium_AO lundense	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium lundense;x__Clostridium lundense DSM 17049	NZ_JHVC01000020.1_17	4.5e-88	293.2	NZ_JHVC01000018.1_60	1.1e-50	170.8	NZ_JHVC01000006.1_177	4e-75	251.1																																	
4335	RS_GCF_004917075.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas edaphica	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geomonas;s__Geomonas edaphica	NZ_SSYB01000004.1_734	5.2e-96	319.1	NZ_SSYB01000001.1_386	2.4e-217	720.4	NZ_SSYB01000001.1_387	7.500000000000001e-193	639.1																																	
4336	GB_GCA_009684515.1	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Pseudopelobacteraceae;g__JACRCG01;s__JACRCG01 sp009684515	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;x__unclassified Geobacter;s__Geobacter sp.	WKKS01000001.1_810	6.3e-95	315.3	WKKS01000001.1_772	3.2e-215	713.1	WKKS01000001.1_771	1.5e-192	637.8																																	
4337	GB_GCA_002309305.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002309305	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;x__unclassified Treponema;s__Treponema sp.	DBWR01000012.1_21	3.2e-87	289.7	DBWR01000008.1_33	2.3e-122	406.5	DBWR01000008.1_34	7e-132	437.6																																	
4338	GB_GCA_902782995.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG115;s__RUG115 sp902782995	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__environmental samples;s__uncultured Lachnospiraceae bacterium	CACZPJ010000112.1_3	1.9e-75	250.7	CACZPJ010000011.1_36	3.5e-137	455.0	CACZPJ010000011.1_37	3.1e-133	441.6																																	
4339	RS_GCF_005484965.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Brenneria;s__Brenneria nigrifluens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pectobacteriaceae;g__Brenneria;x__unclassified Brenneria;s__Brenneria sp. CFCC 11842	NZ_CP034036.1_2952	5.8e-26	89.2	NZ_CP034036.1_1925	6.7e-221	732.2	NZ_CP034036.1_1926	8.800000000000001e-193	639.0																																	
4340	GB_GCA_015232955.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__JADFYS01;s__JADFYS01 sp015232955	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium	JADFYS010000081.1_2	1.2e-88	294.3	JADFYS010000075.1_2	4.3e-233	771.6	JADFYS010000075.1_1	2.7e-200	662.9																																	
4341	RS_GCF_900110485.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__Propionispora;s__Propionispora vibrioides	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Propionispora;s__Propionispora vibrioides	NZ_FODY01000025.1_45	1e-101	337.9	NZ_FODY01000019.1_7	3.500000000000001e-212	703.4	NZ_FODY01000019.1_8	4.5e-199	659.6										NZ_FODY01000003.1_29	1.5e-176	583.2	NZ_FODY01000003.1_28	0.0	1134.5	NZ_FODY01000003.1_26	9.999999999999999e-287	948.9															
4342	RS_GCF_014287795.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenella;s__Christensenella sp014287795	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;x__unclassified Christensenella;s__Christensenella sp. NSJ-35	NZ_JACOON010000004.1_218	7.8e-96	318.0	NZ_JACOON010000004.1_94	8.9e-40	134.1	NZ_JACOON010000003.1_264	2e-73	244.8																																	
