BuckleyID	BuckleySeq	NFixDBID	NFixDBSeq	%Identity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
EU090291_1	nifH	NZ_UPPP01000074.1_60	vnfH	46	276	20	3	1	148	1	275	8.93e-63	519
EU090292_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	41	275	20	2	1	134	1	275	4.39e-54	454
EU090294_1	nifH	CABMIH010000074.1_51	nflH	42	246	44	2	1	148	1	246	1.2e-51	442
EU113233_1	nifH	PQAN01000100.1_14	vnfH	70	292	31	2	1	236	1	292	2.09e-129	1014
EU113235_1	nifH	PLZT01000187.1_7	vnfH	58	297	31	2	1	202	1	297	1.01e-95	766
EU130421_1	nifH	CAINOE010000073.1_13	vnfH	75	299	22	3	1	247	1	299	2.07e-138	1081
EU151773_1	nifH	QKFD01000024.1_189	vnfH	32	259	12	3	1	94	1	259	1.06e-25	239
EU151777_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	34	275	15	2	1	108	1	275	3.58e-35	312
EU151778_1	nifH	DBMP01000029.1_90	vnfH	34	274	16	2	1	108	1	274	1.43e-33	300
EU151779_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	37	275	5	2	1	108	1	275	9.53e-40	346
EU151781_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	33	275	16	2	1	108	1	275	1.98e-33	299
EU151784_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	35	275	13	2	1	108	1	275	3.58e-35	312
EU151790_1	nifH	DBMP01000029.1_90	vnfH	35	274	12	2	1	108	1	274	4.64e-37	326
EU151793_1	nifH	DBMP01000029.1_90	vnfH	34	274	16	2	1	108	1	274	7.74e-34	302
EU151795_1	nifH	PMBV01000232.1_5	vnfH	39	226	19	2	1	107	1	226	1.48e-37	327
EU156124_1	nifH	PMBV01000232.1_5	vnfH	47	226	21	2	1	128	1	226	9.45e-54	448
EU156125_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	44	275	7	2	1	129	1	275	1.36e-56	472
EU156126_2	nifH	QKFD01000024.1_189	vnfH	27	259	11	2	1	80	1	259	5.61e-17	170
EU156127_1	nifH	NC_021182.1_3330	vnfH	42	272	13	2	1	127	1	272	4.6e-51	431
EU156128_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	36	275	13	3	1	113	1	275	1.3e-38	338
EU156129_1	nifH	JACDZG010000096.1_14	vnfH	43	293	3	2	1	129	1	293	9.24e-56	467
EU159548_1	nifH	QKFD01000024.1_189	vnfH	32	259	12	2	1	94	1	259	5.15e-29	264
EU159555_1	nifH	NZ_AJLK01000041.1_8	vnfH	35	295	4	2	1	107	1	295	2.49e-37	329
EU159558_1	nifH	NZ_CP040272.1_833	vnfH	35	293	5	2	1	107	1	293	2.1e-36	322
EU177582_1	nifH	PLZT01000187.1_7	vnfH	80	297	23	2	1	260	1	297	1.3e-151	1178
EU177585_1	nifH	NZ_AJTV01000023.1_11	vnfH	78	291	22	11	1	249	1	291	8.99e-131	1025
EU177586_1	nifH	NZ_AJTV01000023.1_11	vnfH	77	291	25	12	1	248	1	291	1.16e-126	995
EU177587_1	nifH	CAINOE010000073.1_13	vnfH	77	299	23	8	1	254	1	299	2.1e-136	1067
EU177591_1	nifH	CAJATU010000063.1_25	vnfH	74	298	30	10	1	251	1	298	1.08e-126	996
EU177594_1	nifH	NZ_CP022253.1_2290	vnfH	76	293	28	11	1	250	1	293	3.3e-126	992
EU187504_1	nifH	NZ_CP040272.1_833	vnfH	31	293	13	2	1	103	1	293	3.39e-28	260
EU187507_1	nifH	QKFD01000024.1_189	vnfH	29	259	30	6	1	106	1	259	2.38e-19	191
EU187509_1	nifH	PMBV01000232.1_5	vnfH	26	226	27	3	1	86	1	226	1.36e-15	159
EU189100_1	nifH	PMBV01000232.1_5	vnfH	28	226	12	3	1	75	1	226	1.84e-16	165
EU241520_1	nifH	PMBV01000232.1_5	vnfH	44	226	17	2	1	117	1	226	4.05e-46	391
EU241522_1	nifH	NZ_VLKG01000008.1_8	vnfH	38	290	9	2	1	118	1	290	3.63e-43	373
EU241526_1	nifH	NZ_VLKG01000008.1_8	vnfH	37	290	10	2	1	118	1	290	6.76e-43	371
EU241536_1	nifH	NZ_VLKG01000008.1_8	vnfH	38	290	7	2	1	118	1	290	3.01e-44	381
EU241540_1	nifH	JAGTRU010000002.1_131	vnfH	38	294	7	2	1	118	1	294	4.98e-45	387
EU241549_1	nifH	QKFD01000024.1_189	vnfH	24	259	13	4	1	75	1	259	4.27e-07	92
EU241556_1	nifH	PMBV01000232.1_5	vnfH	43	226	19	2	1	117	1	226	2.96e-46	392
EU252604_1	nifH	CAINOE010000073.1_13	vnfH	37	299	13	4	1	125	1	299	2.41e-42	368
EU267717_1	nifH	CAINOE010000073.1_13	vnfH	74	299	20	2	1	241	1	299	2.78e-136	1065
EU291975_1	nifH	CAINOE010000073.1_13	vnfH	58	299	13	2	1	185	1	299	1.37e-96	771
EU305261_1	nifH	PMBV01000232.1_5	vnfH	36	227	21	3	1	104	1	226	1.35e-32	290
EU305262_1	nifH	QKFD01000024.1_189	vnfH	34	259	15	2	1	102	1	259	6.33e-31	279
EU305265_1	nifH	PMBV01000232.1_5	vnfH	36	227	20	3	1	102	1	226	2.46e-30	273
EU305269_1	nifH	JAATFW010000087.1_1	anfH	35	243	28	2	1	113	1	243	6.01e-36	319
EU305270_1	nifH	PMBV01000232.1_5	vnfH	45	227	20	3	1	123	1	226	2.59e-49	415
EU305273_1	nifH	PMBV01000232.1_5	vnfH	38	226	15	2	1	101	1	226	1.62e-34	304
EU305274_1	nifH	DHWU01000017.1_21	anfH	36	247	22	2	1	111	1	247	1.76e-36	323
EU305275_1	nifH	JAGSYV010000023.1_39	anfH	39	223	15	2	1	101	1	223	2.02e-35	313
EU305277_1	nifH	DHIM01000108.1_2	vnfH	38	273	5	2	1	109	1	273	6.53e-42	362
EU305280_1	nifH	PMBV01000232.1_5	vnfH	36	227	20	3	1	102	1	226	1.12e-31	283
EU305295_1	nifH	PMBV01000232.1_5	vnfH	45	226	19	2	1	120	1	226	1.14e-48	410
EU331465_1	nifH	PMBV01000232.1_5	vnfH	46	226	16	2	1	119	1	226	3.18e-49	414
EU331490_1	nifH	PMBV01000232.1_5	vnfH	45	226	17	2	1	119	1	226	2.08e-48	408
EU331496_1	nifH	PMBV01000232.1_5	vnfH	43	226	21	2	1	119	1	226	1.22e-46	395
EU331503_1	nifH	PMBV01000232.1_5	vnfH	44	226	20	2	1	119	1	226	7.29e-48	404
EU331523_1	nifH	PMBV01000232.1_5	vnfH	45	226	17	2	1	119	1	226	1.89e-50	423
EU331524_1	nifH	PMBV01000232.1_5	vnfH	46	226	15	2	1	119	1	226	1.7e-49	416
EU331525_1	nifH	PMBV01000232.1_5	vnfH	39	226	10	2	1	99	1	226	3.06e-37	324
EU331526_1	nifH	PMBV01000232.1_5	vnfH	38	226	13	2	1	99	1	226	1.74e-35	311
EU331528_1	nifH	QKFD01000024.1_189	vnfH	35	259	9	2	1	100	1	259	6.79e-34	301
EU331532_1	nifH	PMBV01000232.1_5	vnfH	37	226	16	2	1	99	1	226	2.09e-34	303
EU331536_1	nifH	PMBV01000232.1_5	vnfH	38	226	13	2	1	99	1	226	5.03e-36	315
EU331541_1	nifH	NZ_AJLK01000041.1_8	vnfH	36	295	4	2	1	110	1	295	8.96e-39	340
EU331545_1	nifH	QKFD01000024.1_189	vnfH	36	259	8	3	1	100	1	259	9.25e-34	300
EU331551_1	nifH	PMBV01000232.1_5	vnfH	45	226	17	2	1	119	1	226	4.35e-49	413
EU331556_1	nifH	PMBV01000232.1_5	vnfH	38	226	14	2	1	99	1	226	2.38e-35	310
EU331562_1	nifH	PMBV01000232.1_5	vnfH	37	226	15	2	1	99	1	226	1.35e-33	297
EU331565_1	nifH	PMBV01000232.1_5	vnfH	46	226	15	2	1	119	1	226	9.07e-50	418
EU331567_1	nifH	PMBV01000232.1_5	vnfH	46	226	16	2	1	119	1	226	3.18e-49	414
EU331568_1	nifH	PMBV01000232.1_5	vnfH	43	226	21	2	1	119	1	226	4.78e-47	398
EU381318_1	nifH	PMBV01000232.1_5	vnfH	32	227	21	3	1	94	1	226	1.28e-25	237
EU381321_1	nifH	QKFD01000024.1_189	vnfH	35	259	4	2	1	94	1	259	5.95e-32	286
EU381365_1	nifH	JADQBA010000033.1_53	vnfH	32	264	9	2	1	93	1	264	2.91e-29	266
EU381372_1	nifH	NZ_AJLK01000041.1_8	vnfH	35	295	4	2	1	107	1	295	1.59e-36	323
EU381379_1	nifH	QKFD01000024.1_189	vnfH	35	259	4	2	1	94	1	259	5.04e-33	294
EU381380_1	nifH	QKFD01000024.1_189	vnfH	33	259	9	2	1	94	1	259	1.51e-29	268
EU381382_1	nifH	JADQBA010000033.1_53	vnfH	31	264	11	2	1	93	1	264	1.34e-28	261
EU407189_1	nifH	JACRJB010000068.1_113	vnfH	66	296	30	2	1	226	1	296	3.83e-120	946
EU514545_1	nifH	CAINOE010000073.1_13	vnfH	81	299	39	1	1	280	1	299	2.43e-155	1207
EU542578_1	nifH	JAKAVW010000005.1_23	vnfH	57	290	12	2	1	177	1	290	4.13e-92	737
EU542601_1	nifH	PMBV01000232.1_5	vnfH	41	226	29	2	1	122	1	226	1.76e-43	372
EU542605_1	nifH	NZ_CP009288.1_4446	vnfH	45	294	17	2	1	149	1	294	9.81e-63	520
EU542608_1	nifH	PMBV01000232.1_5	vnfH	43	226	25	2	1	122	1	226	2.02e-47	401
EU542609_1	nifH	CACZJT010000003.1_14	nflH	33	251	38	3	1	122	1	251	1.27e-33	307
EU542611_1	nifH	CP047880.1_1233	nflH	40	260	42	3	1	147	1	259	1.31e-47	413
EU544202_1	nifH	PMBV01000232.1_5	vnfH	54	226	29	2	1	152	1	226	1.11e-70	574
EU544210_1	nifH	NZ_CP009288.1_4446	vnfH	49	294	9	2	1	153	1	294	2.77e-71	583
EU544211_1	nifH	PMBV01000232.1_5	vnfH	58	226	20	2	1	152	1	226	3.06e-74	600
EU544212_1	nifH	DBMP01000029.1_90	vnfH	47	274	20	3	1	150	1	274	7.49e-64	527
EU544217_1	nifH	DNPP01000068.1_28	vnfH	49	274	18	2	1	153	1	274	1.5e-69	569
EU544221_1	nifH	NZ_AJLK01000041.1_8	vnfH	47	295	13	2	1	152	1	295	6.38e-70	573
EU593938_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	37	275	12	2	1	114	1	275	3.66e-41	357
EU593983_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	37	275	12	2	1	113	1	275	1.69e-40	352
EU594030_1	nifH	QKFD01000024.1_189	vnfH	35	259	9	2	1	99	1	259	4.22e-33	295
EU594031_1	nifH	QKFD01000024.1_189	vnfH	35	259	11	2	1	102	1	259	3.35e-33	296
EU594050_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	37	275	21	2	1	122	1	275	1.78e-41	360
EU594057_1	nifH	NZ_CP040272.1_833	vnfH	37	293	11	2	1	118	1	293	2.8e-43	374
EU594064_1	nifH	PMBV01000232.1_5	vnfH	39	226	24	2	1	112	1	226	4.03e-39	339
EU594068_1	nifH	NZ_AP018207.1_2298	vnfH	35	296	7	2	1	112	1	296	5.91e-40	349
EU594074_1	nifH	NZ_AJLK01000041.1_8	vnfH	36	295	6	2	1	112	1	295	2.29e-40	352
EU594084_1	nifH	NZ_AJLK01000041.1_8	vnfH	37	295	4	2	1	112	1	295	1.03e-41	362
EU594087_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	38	275	18	2	1	122	1	275	3.96e-45	387
EU594090_1	nifH	QKFD01000024.1_189	vnfH	37	259	12	2	1	107	1	259	3.1e-36	319
EU594146_1	nifH	PMBV01000232.1_5	vnfH	39	226	24	2	1	112	1	226	3.57e-38	332
EU594149_1	nifH	PMBV01000232.1_5	vnfH	37	228	14	3	1	100	1	226	1.06e-31	283
EU594150_1	nifH	PMBV01000232.1_5	vnfH	39	226	12	2	1	101	1	226	8.2e-37	321
EU594164_1	nifH	NZ_MZGX01000024.1_42	vnfH	41	273	8	2	1	120	1	273	2.76e-48	410
EU594167_1	nifH	PMBV01000232.1_5	vnfH	43	226	24	2	1	121	1	226	5.63e-48	405
EU594172_1	nifH	PMBV01000232.1_5	vnfH	36	226	20	2	1	101	1	226	1.94e-33	296
EU594208_1	nifH	PMBV01000232.1_5	vnfH	38	226	26	2	1	112	1	226	9.08e-38	329
EU594210_1	nifH	PMBV01000232.1_5	vnfH	39	226	23	2	1	111	1	226	1.54e-39	342
EU594242_1	nifH	PMBV01000232.1_5	vnfH	39	226	24	2	1	112	1	226	7.51e-39	337
EU594249_1	nifH	QKFD01000024.1_189	vnfH	39	259	19	3	1	121	1	259	7.38e-45	384
EU620234_2	nifH	QKFD01000024.1_189	vnfH	25	259	9	2	1	73	1	259	6.01e-13	137
EU622084_1	nifH	NZ_AJTV01000023.1_11	vnfH	61	291	18	2	1	195	1	291	3.6e-102	812
EU622627_1	nifH	DBMP01000029.1_90	vnfH	39	274	14	2	1	120	1	274	1.29e-44	383
EU622628_1	nifH	DBTU01000011.1_44	vnfH	35	272	13	2	1	109	1	272	3.38e-37	327
EU626492_1	nifH	DHWU01000017.1_21	anfH	39	249	21	3	1	120	1	247	2.69e-40	352
EU626493_1	nifH	DHWU01000017.1_21	anfH	41	250	16	3	1	121	1	247	4.46e-44	380
EU626494_1	nifH	PMBV01000232.1_5	vnfH	30	227	28	4	1	97	1	226	3.75e-22	211
EU626495_1	nifH	DBMP01000029.1_90	vnfH	41	274	8	2	1	120	1	274	1.1e-48	413
EU626498_1	nifH	PMBV01000232.1_5	vnfH	32	227	23	3	1	97	1	226	4.08e-26	241
EU626502_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	40	275	10	2	1	120	1	275	4.39e-49	416
EU626509_1	nifH	PMBV01000232.1_5	vnfH	34	227	22	3	1	100	1	226	1.29e-28	260
EU626510_1	nifH	DHWU01000017.1_21	anfH	40	247	18	2	1	118	1	247	1.61e-44	383
EU626511_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	29	275	16	2	1	97	1	275	4.08e-26	243
EU647342_1	nifH	JAAXOC010000088.1_32	nflH	32	272	3	2	1	90	1	272	1.95e-27	259
EU647345_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	29	275	11	2	1	91	1	275	1.16e-22	216
EU647349_1	nifH	JAATFW010000087.1_1	anfH	26	243	28	2	1	90	1	243	6.08e-17	173
EU647350_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	31	275	18	2	1	103	1	275	1.74e-29	269
EU647352_1	nifH	JAJXWJ010000032.1_21	vnfH	40	275	18	3	1	129	1	273	1.54e-49	420
EU647353_1	nifH	JAGGZZ010000119.1_3	nflH	46	298	4	2	1	140	1	298	1.2e-64	540
EU647354_1	nifH	PRCZ01000009.1_49	nflH	45	300	6	2	1	140	1	300	6.68e-65	542
EU693338_1	nifH	NC_021149.1_128	vnfH	45	290	13	2	1	144	1	290	3.42e-61	508
EU693340_1	nifH	NC_021149.1_128	vnfH	46	290	10	4	1	142	1	290	6.07e-61	506
EU693341_1	nifH	NC_021149.1_128	vnfH	46	290	10	4	1	143	1	290	4.56e-61	507
EU693376_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	39	275	18	2	1	125	1	275	1.14e-47	406
EU693379_2	nifH	QKFD01000024.1_189	vnfH	36	259	9	2	1	103	1	259	2.05e-36	320
EU693380_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	39	275	18	2	1	125	1	275	6.87e-49	415
EU693381_1	nifH	PMBV01000232.1_5	vnfH	48	226	16	2	1	124	1	226	3.31e-54	451
EU693382_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	39	275	19	2	1	125	1	275	3.27e-48	410
EU693384_1	nifH	DHWU01000017.1_21	anfH	42	249	19	3	1	125	1	247	6.24e-46	394
EU693385_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	41	275	12	2	1	125	1	275	4.61e-51	431
EU693389_1	nifH	QKFD01000024.1_189	vnfH	35	259	12	2	1	103	1	259	3.33e-35	311
EU693395_1	nifH	QKFD01000024.1_189	vnfH	35	259	13	2	1	103	1	259	2.13e-34	305
EU693397_1	nifH	QKFD01000024.1_189	vnfH	36	259	11	2	1	103	1	259	2.79e-36	319
EU693398_1	nifH	QKFD01000024.1_189	vnfH	37	259	6	2	1	103	1	259	4.94e-38	332
EU693403_1	nifH	QKFD01000024.1_189	vnfH	35	259	12	2	1	103	1	259	3.96e-34	303
EU693404_1	nifH	QKFD01000024.1_189	vnfH	36	259	11	2	1	103	1	259	3.33e-35	311
EU693405_1	nifH	PMBV01000232.1_5	vnfH	44	226	24	2	1	124	1	226	1.74e-48	409
EU693406_2	nifH	QKFD01000024.1_189	vnfH	36	259	10	2	1	103	1	259	7.07e-36	316
EU693407_2	nifH	QKFD01000024.1_189	vnfH	35	259	12	2	1	103	1	259	1.31e-35	314
EU693408_1	nifH	DBMP01000029.1_90	vnfH	41	274	14	2	1	125	1	274	3.61e-49	417
EU693409_1	nifH	JAGSYV010000023.1_39	anfH	39	223	15	2	1	102	1	223	1.11e-35	315
EU693411_1	nifH	PMBV01000232.1_5	vnfH	39	226	25	2	1	113	1	226	1.62e-39	342
EU693424_1	nifH	QKFD01000024.1_189	vnfH	36	259	11	2	1	103	1	259	1.5e-36	321
EU693429_1	nifH	QKFD01000024.1_189	vnfH	36	259	10	2	1	103	1	259	3.33e-35	311
EU693431_1	nifH	QKFD01000024.1_189	vnfH	36	259	9	2	1	103	1	259	1.1e-36	322
EU693432_1	nifH	QKFD01000024.1_189	vnfH	34	259	14	2	1	103	1	259	1.86e-33	298
EU693433_1	nifH	QKFD01000024.1_189	vnfH	34	259	14	2	1	103	1	259	3.44e-33	296
EU693435_1	nifH	PMBV01000232.1_5	vnfH	43	226	26	2	1	124	1	226	3.26e-48	407
EU693440_2	nifH	QKFD01000024.1_189	vnfH	36	259	11	2	1	103	1	259	4.54e-35	310
EU693443_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	36	275	15	2	1	114	1	275	6e-40	348
EU693445_1	nifH	DBMP01000029.1_90	vnfH	35	274	17	2	1	114	1	274	3.34e-38	335
EU707158_1	nifH	JACRJB010000068.1_113	vnfH	67	296	31	2	1	229	1	296	5.21e-119	938
EU707159_1	nifH	CAJATU010000063.1_25	vnfH	67	298	29	2	1	229	1	298	4.35e-120	946
EU707163_1	nifH	PMBV01000232.1_5	vnfH	45	226	21	2	1	123	1	226	1.01e-49	418
EU707163_2	nifH	JACRJB010000068.1_113	vnfH	23	296	13	2	1	80	1	296	4.15e-09	109
EU707169_1	nifH	CAINOE010000073.1_13	vnfH	68	299	28	2	1	230	1	299	1.12e-122	965
EU707338_1	nifH	PMBV01000232.1_5	vnfH	35	226	13	2	1	91	1	226	7.49e-29	261
EU713925_1	nifH	JAIORJ010000025.1_8	nflH	23	229	10	2	1	62	1	229	1.47e-06	93
EU713928_1	nifH	RXIJ01000031.1_5	nflH	30	267	10	2	1	90	1	267	2.7e-24	235
EU713930_1	nifH	PQXF01000004.1_158	nflH	31	273	5	2	1	90	1	273	7.62e-26	247
EU713933_1	nifH	JAAXOC010000088.1_32	nflH	32	272	2	2	1	90	1	272	7.81e-28	262
EU713936_1	nifH	NC_013407.1_882	nflH	29	278	46	3	1	129	1	277	1.98e-30	285
EU713937_1	nifH	DAWR01000075.1_13	nflH	24	299	7	2	1	79	1	299	2.91e-12	140
EU713938_1	nifH	DQUI01000015.1_20	nflH	27	286	49	5	1	136	1	277	6.84e-24	236
EU713939_1	nifH	JAFPPJ010000013.1_3	nflH	32	225	54	4	1	136	1	214	9.34e-25	240
EU713942_1	nifH	JAATFW010000087.1_1	anfH	17	244	30	4	1	73	1	243	3.95	38
EU713943_1	nifH	JAFPPJ010000013.1_3	nflH	30	225	57	4	1	136	1	214	2.68e-23	229
EU713945_1	nifH	JAFPPJ010000013.1_3	nflH	30	225	57	4	1	136	1	214	4.93e-23	227
EU713946_1	nifH	DQVW01000029.1_2	nflH	26	286	54	5	1	136	1	277	3.56e-21	215
EU713947_1	nifH	JAATFW010000087.1_1	anfH	26	243	64	3	1	128	1	243	7.53e-19	191
EU713954_1	nifH	JAATFW010000087.1_1	anfH	17	244	30	4	1	73	1	243	3.95	38
EU713955_1	nifH	JAATFW010000087.1_1	anfH	17	244	30	4	1	73	1	243	5.35	37
EU713956_1	nifH	JAATFW010000087.1_1	anfH	18	252	45	6	1	99	1	243	0.69	46
EU713957_1	nifH	JAFWKQ010000042.1_24	nflH	25	251	66	3	1	129	1	250	3.87e-18	190
EU713958_1	nifH	NC_009706.1_1010	vnfH	23	272	63	2	1	126	1	272	2.08e-15	161
EU713959_1	nifH	CABMIH010000074.1_51	nflH	29	255	55	6	1	137	1	246	2.36e-19	200
EU713961_1	nifH	JAFPPJ010000013.1_3	nflH	30	220	56	6	1	129	1	214	8.04e-20	202
EU713962_1	nifH	JAFPPJ010000013.1_3	nflH	31	226	56	5	1	137	1	214	5.19e-25	242
EU713964_1	nifH	NZ_CP022242.1_655	nflH	27	286	49	6	1	137	1	276	6.11e-22	221
EU713966_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	42	275	13	2	1	129	1	275	4.7e-53	446
EU713967_1	nifH	DQIO01000224.1_4	nflH	45	267	7	2	1	126	1	267	7.42e-55	465
EU713969_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	40	275	19	2	1	129	1	275	7.64e-49	415
EU713970_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	32	275	15	2	1	104	1	275	1.33e-31	285
EU713980_1	nifH	DUIM01000166.1_7	nflH	32	272	2	2	1	90	1	272	1.69e-28	267
EU713990_1	nifH	JAATFW010000087.1_1	anfH	26	243	28	2	1	90	1	243	6.08e-17	173
EU713991_1	nifH	MZXQ01000108.1_2	nflH	32	269	3	2	1	90	1	269	1.38e-27	260
EU713993_1	nifH	DAWR01000075.1_13	nflH	37	299	4	2	1	114	1	299	6.18e-43	378
EU713994_1	nifH	DAWR01000075.1_13	nflH	43	299	9	2	1	139	1	299	8.64e-59	497
EU713997_1	nifH	PMBV01000232.1_5	vnfH	20	228	41	4	1	89	1	226	0.000789	66
EU714001_1	nifH	JAFPPJ010000013.1_3	nflH	30	222	54	5	1	129	1	214	9.47e-18	186
EU730607_1	nifH	PMBV01000232.1_5	vnfH	40	226	22	2	1	112	1	226	4.54e-40	346
EU730608_1	nifH	PMBV01000232.1_5	vnfH	39	226	23	2	1	112	1	226	1.4e-38	335
EU730609_1	nifH	PMBV01000232.1_5	vnfH	41	226	20	3	1	112	1	226	1.78e-40	349
EU730610_1	nifH	PMBV01000232.1_5	vnfH	39	226	23	2	1	112	1	226	7.51e-39	337
EU730611_1	nifH	PMBV01000232.1_5	vnfH	42	226	18	3	1	112	1	226	1.47e-41	357
EU730612_1	nifH	PMBV01000232.1_5	vnfH	39	226	23	2	1	112	1	226	4.03e-39	339
EU730613_1	nifH	PMBV01000232.1_5	vnfH	39	226	24	4	1	112	1	226	4.57e-35	309
EU730614_1	nifH	PMBV01000232.1_5	vnfH	39	226	23	2	1	112	1	226	1.4e-38	335
EU730615_1	nifH	PMBV01000232.1_5	vnfH	39	226	23	3	1	112	1	226	3.57e-38	332
EU730616_1	nifH	PMBV01000232.1_5	vnfH	38	226	27	2	1	112	1	226	2.04e-36	319
EU730617_1	nifH	PMBV01000232.1_5	vnfH	38	226	25	2	1	112	1	226	4.87e-38	331
EU730618_1	nifH	PMBV01000232.1_5	vnfH	43	226	14	3	1	111	1	226	1.95e-41	356
EU730619_1	nifH	PMBV01000232.1_5	vnfH	42	226	17	6	1	112	1	226	1.91e-38	334
EU730620_1	nifH	PMBV01000232.1_5	vnfH	40	226	21	3	1	112	1	226	1.58e-39	342
EU730621_1	nifH	PMBV01000232.1_5	vnfH	42	226	17	4	1	112	1	226	5.11e-41	353
EU730623_1	nifH	PMBV01000232.1_5	vnfH	42	226	17	5	1	112	1	226	6.2e-40	345
EU730624_1	nifH	PMBV01000232.1_5	vnfH	41	226	20	3	1	112	1	226	8.47e-40	344
EU730625_1	nifH	PMBV01000232.1_5	vnfH	41	226	19	3	1	112	1	226	3.32e-40	347
EU730626_1	nifH	PMBV01000232.1_5	vnfH	39	226	23	2	1	112	1	226	5.5e-39	338
EU730627_1	nifH	PMBV01000232.1_5	vnfH	42	226	18	3	1	112	1	226	5.11e-41	353
EU730628_1	nifH	PMBV01000232.1_5	vnfH	41	226	20	3	1	112	1	226	2.16e-39	341
EU730629_1	nifH	PMBV01000232.1_5	vnfH	40	226	21	3	1	112	1	226	3.32e-40	347
EU730630_1	nifH	PMBV01000232.1_5	vnfH	40	226	21	3	1	112	1	226	1.58e-39	342
EU730631_1	nifH	PMBV01000232.1_5	vnfH	39	226	23	2	1	112	1	226	1.58e-39	342
EU730632_1	nifH	PMBV01000232.1_5	vnfH	39	226	24	3	1	112	1	226	9.08e-38	329
EU730633_1	nifH	PMBV01000232.1_5	vnfH	39	226	24	2	1	112	1	226	4.03e-39	339
EU730634_1	nifH	PMBV01000232.1_5	vnfH	41	226	20	3	1	112	1	226	2.74e-41	355
EU730635_1	nifH	PMBV01000232.1_5	vnfH	36	226	31	2	1	112	1	226	7.79e-32	285
EU730636_1	nifH	PMBV01000232.1_5	vnfH	40	226	22	3	1	112	1	226	7.51e-39	337
EU750897_1	nifH	PMBV01000232.1_5	vnfH	32	226	14	2	1	87	1	226	3.64e-25	233
EU750900_1	nifH	PMBV01000232.1_5	vnfH	32	226	14	2	1	87	1	226	2.27e-24	227
EU750905_1	nifH	PMBV01000232.1_5	vnfH	35	226	17	2	1	97	1	226	1.34e-31	282
EU750908_1	nifH	PMBV01000232.1_5	vnfH	31	226	17	2	1	87	1	226	3.95e-22	210
EU770981_1	nifH	NZ_CP022253.1_2290	vnfH	79	293	29	2	1	260	1	293	2.17e-147	1147
EU791899_1	nifH	PMBV01000232.1_5	vnfH	33	239	14	5	1	105	1	226	3e-23	220
EU791902_1	nifH	JAEYKI010000006.1_109	anfH	36	275	6	2	1	105	1	275	5.04e-37	328
EU791903_1	nifH	JAGSYV010000023.1_39	anfH	36	223	11	2	1	92	1	223	2.86e-30	274
EU791907_1	nifH	LBCX01000005.1_26	anfH	37	274	3	2	1	105	1	274	1.14e-40	355
EU791914_1	nifH	DHWU01000017.1_21	anfH	35	249	16	3	1	106	1	247	1.24e-32	294
EU791915_1	nifH	NZ_MZGX01000024.1_42	vnfH	34	273	10	2	1	104	1	273	3.7e-34	304
EU791917_1	nifH	PMBV01000232.1_5	vnfH	35	226	13	2	1	92	1	226	4.79e-30	270
EU812078_1	nifH	PMBV01000232.1_5	vnfH	39	226	22	5	1	110	1	226	1.25e-35	313
EU812079_1	nifH	PMBV01000232.1_5	vnfH	32	226	11	2	1	83	1	226	7.11e-26	238
EU812081_1	nifH	PMBV01000232.1_5	vnfH	33	230	27	6	1	108	1	226	5.22e-24	226
EU812083_1	nifH	PMBV01000232.1_5	vnfH	24	228	34	4	1	90	1	226	6.29e-06	83
EU818712_1	nifH	PMBV01000232.1_5	vnfH	34	226	14	2	1	91	1	226	8.79e-28	253
EU822943_1	nifH	NZ_AJTV01000023.1_11	vnfH	44	291	14	3	1	143	1	291	7.82e-60	498
EU861990_1	nifH	PMBV01000232.1_5	vnfH	51	227	32	3	1	149	1	226	4.19e-62	511
EU861991_1	nifH	PMBV01000232.1_5	vnfH	42	226	27	2	1	122	1	226	3.38e-46	392
EU863000_1	nifH	NZ_JACJRQ010000032.1_53	vnfH	51	297	29	2	1	180	1	297	6.42e-81	656
EU912865_1	nifH	JAEVYU010000055.1_48	anfH	35	274	5	2	1	101	1	274	2.5e-35	315
