MiseID	MiseSeq	NFixDBID	NFixDBSeq	PercIdentity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
WP_048121466.1	nifH_T1	JAEWSD010000176.1_20	vnfH	75	274	66	2	1	273	1	273	9.64e-140	1091
WP_048126288.1	nifH_T1	NZ_FZMP01000244.1_5	nflH	76	274	64	1	1	273	1	274	1.96e-138	1088
WP_048184679.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	75	274	67	2	1	273	1	273	3.73e-140	1094
WP_048202013.1	nifH_T3	NZ_CP009149.1_1055	nflH	100	279	0	0	1	279	1	279	4.75e-186	1435
WP_048515317.1	nifH_T1	JAEWSD010000176.1_20	vnfH	84	273	42	1	1	272	1	273	8.13e-153	1186
WP_049675847.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	88	275	34	0	1	275	1	275	2.37e-163	1263
WP_050355170.1	nifH_T3	JAEZKS010000250.1_8	nflH	63	319	89	3	1	292	1	316	1.4e-128	1021
WP_050740289.1	nifH_T1	JAEWSD010000176.1_20	vnfH	87	273	36	0	1	273	1	273	4.28e-160	1239
WP_052219939.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	87	273	36	0	1	273	1	273	5.4e-159	1231
WP_052570620.1	nifH_T3	JAEZKS010000250.1_8	nflH	62	317	94	3	1	291	1	316	7.24e-122	972
WP_053552385.1	nifH_T1	PMCK01000495.1_5	vnfH	81	293	49	1	1	287	1	293	7.38e-160	1240
WP_054160731.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	317	101	2	1	291	1	316	2.56e-121	968
WP_054186393.1	nifH_T2	CAINOE010000073.1_13	vnfH	91	299	25	1	1	297	1	299	7.75e-178	1372
WP_054261037.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	87	275	33	1	1	272	1	275	1.04e-158	1229
WP_054261180.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	319	92	3	1	291	1	316	9.5e-125	993
WP_054357844.1	nifH_T1	CAIZGR010000378.1_10	vnfH	90	301	28	1	1	301	1	298	4.48e-178	1374
WP_054697558.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	82	275	49	1	1	274	1	275	4.65e-149	1159
WP_054761838.1	nifH_T1	NZ_CP044205.1_988	vnfH	92	296	18	2	1	291	1	295	1.68e-178	1376
WP_054873435.1	nifH_T2	JAEZKS010000250.1_8	nflH	64	317	88	4	1	292	1	316	1.28e-127	1014
WP_054874024.1	nifH_T1	JAEWSD010000176.1_20	vnfH	82	273	49	0	1	273	1	273	3.52e-154	1196
WP_055037160.1	nifH_T2	JAMXLQ010000222.1_3	nflH	60	300	110	2	1	291	1	299	8.78e-118	941
WP_055037707.1	nifH_T1	JACRJB010000068.1_113	vnfH	91	297	26	1	1	297	1	296	2.21e-179	1383
WP_055209654.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	88	295	32	2	1	295	1	291	2.24e-170	1317
WP_055731567.1	nifH_T1	CAIZDF010000619.1_3	vnfH	87	293	37	1	1	292	1	293	2.97e-170	1316
WP_057741165.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	90	296	26	2	1	296	1	291	8.35e-174	1342
WP_057742294.1	nifH_T2	NZ_AJTV01000023.1_11	vnfH	86	308	26	2	1	308	1	291	5.2e-172	1330
WP_057834394.1	nifH_T2	PQAN01000100.1_14	vnfH	88	294	32	1	1	294	1	292	7.44e-173	1335
WP_057846786.1	nifH_T2	PLZT01000187.1_7	vnfH	89	297	31	1	1	294	1	297	1.87e-174	1347
WP_058294072.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	285	50	1	1	285	1	284	3.67e-155	1205
WP_058302288.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	317	101	3	1	292	1	316	3.95e-122	974
WP_058485536.1	nifH_T1	JAEWSD010000176.1_20	vnfH	85	274	39	1	1	274	1	273	1.52e-155	1206
WP_058554369.1	nifH_T1	NZ_SMAO01000007.1_113	vnfH	93	293	21	0	1	293	1	293	4.1e-181	1395
WP_059043254.1	nifH_T1	NZ_CP009288.1_4446	vnfH	83	295	42	3	1	288	1	294	2.01e-159	1237
WP_059176981.1	nifH_T1	NZ_AP018449.1_2668	vnfH	76	284	59	1	1	274	1	284	1.11e-141	1106
WP_059419395.1	nifH_T1	NZ_NHSJ01000034.1_144	vnfH	86	300	34	2	1	300	1	291	9.11e-170	1313
WP_059436482.1	nifH_T1	PMCK01000495.1_5	vnfH	81	293	50	1	1	288	1	293	2.93e-160	1243
WP_060737955.1	nifH_T2	PQAN01000100.1_14	vnfH	90	294	28	1	1	294	1	292	4.68e-175	1351
WP_061850877.1	nifH_T1	PLZT01000187.1_7	vnfH	88	297	35	1	1	296	1	297	1.05e-174	1349
WP_062149234.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	90	297	26	2	1	296	1	295	2.05e-175	1354
WP_062188556.1	nifH_T1	PLZT01000187.1_7	vnfH	87	301	35	2	1	301	1	297	4.55e-171	1323
WP_062626999.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	90	295	24	2	1	290	1	295	1.6e-174	1347
WP_063212489.1	nifH_T1	NZ_CP009288.1_4446	vnfH	84	294	41	2	1	288	1	294	2.83e-163	1265
WP_063466247.1	nifH_T1	NZ_SMAO01000007.1_113	vnfH	86	294	40	1	1	294	1	293	1.02e-168	1305
WP_063601658.1	nifH_T2	NZ_PVXP01000020.1_32	vnfH	91	278	23	1	1	275	1	278	3.57e-167	1291
WP_063677049.1	nifH_T2	PQAN01000100.1_14	vnfH	87	294	35	1	1	294	1	292	1.29e-171	1326
WP_065010720.1	nifH_T1	CAINOE010000073.1_13	vnfH	91	299	25	1	1	297	1	299	4.11e-178	1374
WP_065076964.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	317	92	3	1	282	1	316	2.64e-117	938
WP_065549851.1	nifH_T3	DBTU01000011.1_44	vnfH	70	273	82	1	1	273	1	272	1.84e-125	987
WP_065835949.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	91	291	25	1	1	291	1	290	4.86e-177	1365
WP_065969940.1	nifH_T1	PLZT01000187.1_7	vnfH	89	297	30	1	1	294	1	297	3.84e-175	1352
WP_066020301.1	nifH_T2	NZ_PVXP01000020.1_32	vnfH	88	278	28	1	1	272	1	278	5.56e-162	1253
WP_066021001.1	nifH_T1	NC_009706.1_1010	vnfH	86	272	39	0	1	272	1	272	1.41e-155	1206
WP_066087295.1	nifH_T1	DBTU01000011.1_44	vnfH	85	272	40	0	1	272	1	272	1.29e-154	1199
WP_066098062.1	nifH_T1	JAKAVW010000005.1_23	vnfH	90	291	29	1	1	291	1	290	1.84e-173	1339
WP_066099558.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	88	294	32	1	1	294	1	291	2.18e-170	1317
WP_066236699.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	87	275	33	1	1	273	1	275	4.89e-161	1246
WP_066257627.1	nifH_T1	PLZT01000187.1_7	vnfH	90	297	25	1	1	293	1	297	2.35e-177	1368
WP_066380205.1	nifH_T1	NZ_AJLK01000041.1_8	vnfH	95	296	11	2	1	294	1	295	7.33e-187	1437
WP_066623149.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	317	89	3	1	282	1	316	2.77e-121	967
WP_066623954.1	nifH_T1	NZ_JAEEGC010000053.1_19	vnfH	97	272	9	0	1	272	1	272	5.59e-175	1347
WP_066649726.1	nifH_T1	JAEWSD010000176.1_20	vnfH	89	274	30	1	1	274	1	273	3.21e-160	1240
WP_066717783.1	nifH_T3	PQAS01000057.1_90	nflH	63	305	99	3	1	292	1	304	6.17e-123	979
WP_066729567.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	43	1	1	287	1	293	4.27e-161	1249
WP_066811995.1	nifH_T1	CAIZGR010000378.1_10	vnfH	86	298	38	1	1	295	1	298	1.02e-170	1320
WP_066973462.1	nifH_T2	JAEZKS010000250.1_8	nflH	65	323	72	4	1	290	1	316	6.39e-135	1067
WP_066980555.1	nifH_T1	JACDZG010000096.1_14	vnfH	90	294	29	1	1	294	1	293	4.4e-174	1344
WP_067175474.1	nifH_T1	JAGTRU010000002.1_131	vnfH	70	307	75	3	1	303	1	294	3.13e-134	1055
WP_067619323.1	nifH_T1	DNPP01000068.1_28	vnfH	78	274	59	0	1	274	1	274	4.54e-149	1159
WP_067734406.1	nifH_T1	NZ_CP019948.1_1310	vnfH	91	293	23	2	1	290	1	292	1.08e-174	1348
WP_068114929.1	nifH_T1	CAIZGR010000378.1_10	vnfH	86	298	40	1	1	296	1	298	7.04e-170	1314
WP_068474205.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	81	275	50	1	1	274	1	275	3.39e-149	1160
WP_068503763.1	nifH_T1	NZ_JAGTUF010000021.1_45	vnfH	96	294	10	1	1	294	1	293	2.7e-187	1440
WP_068702815.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	54	0	1	274	1	274	7.2e-147	1143
WP_068716925.1	nifH_T1	JAEWSD010000176.1_20	vnfH	80	275	52	1	1	275	1	273	2.28e-152	1183
WP_068716984.1	nifH_T1	NC_021149.1_128	vnfH	88	292	34	1	1	292	1	290	9.21e-173	1334
WP_068728337.1	nifH_T1	NZ_CP009288.1_4446	vnfH	84	294	40	2	1	288	1	294	8.68e-165	1276
WP_068785332.1	nifH_T2	NZ_CP009288.1_4446	vnfH	82	294	45	2	1	287	1	294	2.46e-158	1229
WP_068802292.1	nifH_T1	PLZT01000187.1_7	vnfH	84	301	43	1	1	301	1	297	2.04e-169	1311
WP_068966270.1	nifH_T1	NZ_AP018449.1_2668	vnfH	81	284	46	1	1	275	1	284	6.45e-150	1166
WP_069005827.1	nifH_T1	NC_021149.1_128	vnfH	90	292	28	1	1	292	1	290	3.56e-173	1337
WP_069038340.1	nifH_T1	NZ_NHSJ01000034.1_144	vnfH	91	292	25	1	1	292	1	291	1.82e-176	1361
WP_069073115.1	nifH_T1	NZ_CP040272.1_833	vnfH	99	294	2	1	1	294	1	293	2e-191	1470
WP_069195911.1	nifH_T3	JAEZKS010000250.1_8	nflH	63	320	86	4	1	292	1	316	3.02e-126	1004
WP_069643779.1	nifH_T1	DHIM01000108.1_2	vnfH	79	274	56	1	1	274	1	273	4.7e-146	1137
WP_069703062.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	79	274	56	1	1	274	1	273	1.53e-144	1126
WP_069897282.1	nifH_T1	DNPP01000068.1_28	vnfH	86	274	37	0	1	274	1	274	1.38e-161	1250
WP_069969273.1	nifH_T1	NZ_CP040094.1_3043	vnfH	83	304	45	2	1	303	1	297	2.29e-166	1289
WP_069979150.1	nifH_T1	NC_021182.1_3330	vnfH	82	272	49	0	1	272	1	272	2.99e-149	1160
WP_070000131.1	nifH_T1	JAEWSD010000176.1_20	vnfH	86	273	39	0	1	273	1	273	6.8e-158	1223
WP_070071968.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	88	297	33	1	1	297	1	293	9.59e-171	1320
WP_070130940.1	nifH_T1	NC_021149.1_128	vnfH	78	290	61	2	1	287	1	290	2.66e-149	1163
WP_070370204.1	nifH_T1	JAEWSD010000176.1_20	vnfH	85	273	41	0	1	273	1	273	3.31e-157	1218
WP_071146894.1	nifH_T1	DNPP01000068.1_28	vnfH	80	274	56	0	1	274	1	274	6.23e-149	1158
WP_071387877.1	nifH_T1	NZ_CP009288.1_4446	vnfH	84	294	44	1	1	291	1	294	7.94e-163	1262
WP_071516268.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	81	275	52	1	1	274	1	275	8.04e-148	1150
WP_071611988.1	nifH_T1	NZ_JAIZZK010000011.1_66	vnfH	96	273	10	0	1	273	1	273	7.43e-174	1339
WP_072284978.1	nifH_T1	PMCK01000495.1_5	vnfH	83	293	44	1	1	287	1	293	5.86e-161	1248
WP_072288136.1	nifH_T1	PMCK01000495.1_5	vnfH	82	293	48	1	1	287	1	293	4.53e-158	1227
WP_072326547.1	nifH_T1	NZ_SSOD01000019.1_89	vnfH	89	295	28	2	1	291	1	295	6.77e-172	1328
WP_072370280.1	nifH_T1	PLZT01000187.1_7	vnfH	89	297	32	0	1	297	1	297	5.38e-178	1373
WP_072419231.1	nifH_T3	JAEWDM010000040.1_232	vnfH	81	286	50	3	1	285	1	284	6.73e-151	1174
WP_072701440.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	285	49	1	1	285	1	284	4e-156	1212
WP_072770919.1	nifH_T2	JAEZKS010000250.1_8	nflH	63	319	87	4	1	292	1	316	3.02e-126	1004
WP_072910030.1	nifH_T1	PMCK01000495.1_5	vnfH	81	293	49	1	1	287	1	293	4.16e-157	1220
WP_072913089.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	85	275	38	1	1	272	1	275	1.17e-152	1185
WP_072977618.1	nifH_T3	JAEWDM010000040.1_232	vnfH	75	284	67	2	1	281	1	284	9.81e-142	1107
WP_073028688.1	nifH_T1	NZ_AP018449.1_2668	vnfH	79	284	52	1	1	275	1	284	8.12e-149	1158
WP_073041678.1	nifH_T1	DNPP01000068.1_28	vnfH	82	274	49	0	1	274	1	274	1.8e-153	1191
WP_073047220.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	83	275	44	1	1	273	1	275	6.38e-153	1187
WP_073075806.1	nifH_T2	JAEZKS010000250.1_8	nflH	61	319	93	4	1	291	1	316	5.28e-122	973
WP_073076757.1	nifH_T2	NZ_MZGX01000024.1_42	vnfH	65	274	95	2	1	273	1	273	1.89e-118	936
WP_073078008.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	88	273	34	0	1	273	1	273	7.58e-163	1259
WP_073090165.1	nifH_T3	JAEWDM010000040.1_232	vnfH	84	285	45	1	1	285	1	284	9.75e-159	1231
WP_073269025.1	nifH_T1	JAEWSD010000176.1_20	vnfH	84	273	44	1	1	272	1	273	2.72e-155	1204
WP_073274154.1	nifH_T2	JAEWDM010000040.1_232	vnfH	82	285	49	2	1	283	1	284	1.55e-153	1193
WP_073274727.1	nifH_T2	JAEZKS010000250.1_8	nflH	63	317	92	4	1	292	1	316	1.68e-123	984
WP_073279762.1	nifH_T1	JAEWSD010000176.1_20	vnfH	94	273	17	0	1	273	1	273	1.09e-170	1316
WP_073286413.1	nifH_T1	DBTU01000011.1_44	vnfH	87	272	35	0	1	272	1	272	6.08e-161	1245
WP_073338252.1	nifH_T1	JAJXWH010000032.1_49	vnfH	86	278	34	1	1	278	1	273	7.8e-158	1223
WP_073377798.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	88	275	32	0	1	275	1	275	1.72e-163	1264
WP_073385560.1	nifH_T3	JAEWDM010000040.1_232	vnfH	81	288	48	3	1	286	1	284	1.95e-151	1178
WP_073400271.1	nifH_T1	DNPP01000068.1_28	vnfH	81	274	53	0	1	274	1	274	6.23e-149	1158
WP_073478409.1	nifH_T1	DBMP01000029.1_90	vnfH	82	274	48	0	1	274	1	274	4.28e-152	1181
WP_073538098.1	nifH_T2	NC_009706.1_1010	vnfH	100	272	1	0	1	272	1	272	3.29e-180	1385
WP_073539925.1	nifH_T1	NC_009706.1_1010	vnfH	83	272	47	0	1	272	1	272	5.31e-152	1180
WP_073586925.1	nifH_T2	JAEZKS010000250.1_8	nflH	62	317	94	3	1	292	1	316	6.5e-124	987
WP_073590201.1	nifH_T1	DBTU01000011.1_44	vnfH	87	272	36	0	1	272	1	272	1.05e-159	1236
WP_073592976.1	nifH_T1	NZ_JACJRQ010000032.1_53	vnfH	86	301	36	2	1	300	1	297	3.23e-171	1324
WP_073598931.1	nifH_T1	NZ_CP040272.1_833	vnfH	81	298	47	3	1	293	1	293	6.17e-156	1212
WP_073619543.1	nifH_T2	JAHHHH010000012.1_74	vnfH	88	326	37	1	1	324	1	326	3.34e-189	1459
WP_073640621.1	nifH_T2	JAHHGV010000026.1_22	vnfH	89	323	34	2	1	322	1	322	1.4e-188	1454
WP_073644321.1	nifH_T2	DNPP01000068.1_28	vnfH	69	274	84	0	1	274	1	274	3.54e-128	1007
WP_073994074.1	nifH_T1	DBTU01000011.1_44	vnfH	91	272	25	0	1	272	1	272	8.72e-169	1302
WP_074117092.1	nifH_T2	PLZT01000187.1_7	vnfH	87	297	35	1	1	294	1	297	1.06e-171	1327
WP_074124751.1	nifH_T2	PLZT01000187.1_7	vnfH	90	297	26	1	1	294	1	297	2.42e-177	1368
WP_074218330.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	87	294	35	1	1	294	1	291	4.47e-171	1322
WP_074502485.1	nifH_T2	DBTU01000011.1_44	vnfH	85	272	41	0	1	272	1	272	2.89e-156	1211
WP_074764655.1	nifH_T2	JAEZKS010000250.1_8	nflH	59	318	108	4	1	298	1	316	3.22e-118	946
WP_074766053.1	nifH_T2	NZ_FNWO01000006.1_229	vnfH	92	292	23	0	1	292	1	292	1.51e-181	1398
WP_074767882.1	nifH_T1	NZ_FNWO01000006.1_229	vnfH	100	292	0	0	1	292	1	292	6.14e-194	1488
WP_074769424.1	nifH_T2	NZ_FNWO01000006.1_229	vnfH	97	292	8	1	1	291	1	292	9.36e-188	1443
WP_074929971.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	285	49	2	1	283	1	284	9.79e-156	1209
WP_075185654.1	nifH_T1	NC_021149.1_128	vnfH	88	295	29	1	1	295	1	290	7.29e-173	1335
WP_075218236.1	nifH_T1	CAJATU010000063.1_25	vnfH	91	298	27	0	1	298	1	298	5.21e-177	1366
WP_075423707.1	nifH_T3	JAEWDM010000040.1_232	vnfH	84	285	43	2	1	284	1	284	1.1e-156	1216
WP_075515938.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	319	96	3	1	291	1	316	3.52e-121	967
WP_075586067.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	86	299	34	1	1	299	1	291	1.57e-172	1333
WP_075591433.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	81	275	51	1	1	274	1	275	3.11e-148	1153
WP_075753806.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	317	99	2	1	291	1	316	3.68e-125	996
WP_075756080.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	92	275	22	0	1	275	1	275	2.87e-169	1306
WP_075788404.1	nifH_T2	NZ_BJZO01000086.1_9	vnfH	90	291	30	0	1	291	1	291	5.77e-175	1350
WP_076308821.1	nifH_T1	NZ_CP009288.1_4446	vnfH	84	294	42	2	1	288	1	294	9.22e-162	1254
WP_076365267.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	89	291	31	0	1	291	1	291	8.62e-176	1356
WP_076398282.1	nifH_T1	NZ_LGQZ01000027.1_123	vnfH	89	301	31	1	1	299	1	301	2.04e-176	1362
WP_076601595.1	nifH_T1	NZ_CP064782.1_76	vnfH	90	291	26	2	1	289	1	291	9.46e-174	1341
WP_076603833.1	nifH_T1	JAKAVW010000005.1_23	vnfH	88	293	32	1	1	293	1	290	4.62e-172	1329
WP_076791265.1	nifH_T1	DNPP01000068.1_28	vnfH	81	274	53	0	1	274	1	274	1.11e-151	1178
WP_077300426.1	nifH_T1	JAGTRU010000002.1_131	vnfH	90	300	25	1	1	300	1	294	3.64e-177	1367
WP_077610423.1	nifH_T2	JAEWDM010000040.1_232	vnfH	82	284	48	1	1	282	1	284	5.06e-156	1211
WP_077714468.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	84	275	41	1	1	272	1	275	1.61e-152	1184
WP_077835598.1	nifH_T1	NC_009706.1_1010	vnfH	84	272	44	0	1	272	1	272	8.65e-154	1193
WP_077846751.1	nifH_T2	NC_009706.1_1010	vnfH	84	283	35	2	1	283	1	272	1.6e-153	1192
WP_077858492.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	97	273	7	0	1	273	1	273	1.04e-177	1367
WP_077864625.1	nifH_T2	JAEWDM010000040.1_232	vnfH	83	285	48	1	1	285	1	284	1.13e-156	1216
WP_077866489.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	93	273	20	0	1	273	1	273	9.18e-169	1302
WP_077895192.1	nifH_T2	JAJXWJ010000032.1_21	vnfH	89	273	31	0	1	273	1	273	2.14e-163	1263
WP_078365407.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	86	304	31	1	1	304	1	291	6.96e-173	1336
WP_078665332.1	nifH_T1	DNPP01000068.1_28	vnfH	77	275	59	2	1	273	1	274	3.31e-142	1109
WP_078709045.1	nifH_T1	CAIZGR010000378.1_10	vnfH	87	298	39	1	1	297	1	298	3.53e-169	1309
WP_078765932.1	nifH_T3	JAEWDM010000040.1_232	vnfH	82	284	48	1	1	282	1	284	1.55e-157	1222
WP_078786071.1	nifH_T3	JAEWDM010000040.1_232	vnfH	84	284	44	1	1	282	1	284	6.54e-159	1232
WP_078790559.1	nifH_T1	PMCK01000495.1_5	vnfH	82	293	47	1	1	288	1	293	9.56e-159	1232
WP_078791107.1	nifH_T2	PMCK01000495.1_5	vnfH	82	293	48	1	1	287	1	293	2.4e-158	1229
WP_078928382.1	nifH_T3	NZ_CP009268.1_1381	vnfH	81	276	48	2	1	276	1	272	3.06e-148	1153
WP_079423856.1	nifH_T1	NZ_AUUU01000066.1_15	vnfH	86	273	37	0	1	273	1	273	9.34e-158	1222
WP_079432933.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	89	293	30	1	1	292	1	293	3.83e-173	1337
WP_079438955.1	nifH_T2	NZ_AUUU01000066.1_15	vnfH	85	278	36	2	1	277	1	273	5.87e-155	1202
WP_080065459.1	nifH_T2	JAEWDM010000040.1_232	vnfH	82	284	48	1	1	282	1	284	2.13e-157	1221
WP_080065733.1	nifH_T1	NZ_MZGX01000024.1_42	vnfH	100	273	0	0	1	273	1	273	2.74e-181	1393
WP_080066050.1	nifH_T2	JAEZKS010000250.1_8	nflH	63	319	89	3	1	292	1	316	7.78e-126	1001
WP_080139688.1	nifH_T2	PQAN01000100.1_14	vnfH	89	294	29	1	1	294	1	292	8.81e-175	1349
WP_080460692.1	nifH_T3	DAWB01000028.1_11	nflH	65	310	86	3	1	289	1	309	1.25e-133	1057
WP_080523749.1	nifH_T1	NZ_RYFG02000121.1_104	vnfH	88	293	32	1	1	291	1	293	4.32e-171	1322
WP_081533095.1	nifH_T1	NZ_BJZO01000086.1_9	vnfH	86	293	39	1	1	293	1	291	7.52e-170	1313
WP_083616352.1	nifH_T1	LXQE01000125.1_187	vnfH	87	300	37	1	1	300	1	297	1.08e-173	1342
WP_084116183.1	nifH_T1	JAJXWJ010000032.1_21	vnfH	89	273	30	0	1	273	1	273	4.77e-165	1275
WP_084117285.1	nifH_T2	JAJXWJ010000032.1_21	vnfH	88	273	33	0	1	273	1	273	1.43e-162	1257
WP_084146959.1	nifH_T1	NZ_CP009288.1_4446	vnfH	85	294	39	2	1	289	1	294	4.73e-165	1278
WP_084268130.1	nifH_T2	NZ_AJTV01000023.1_11	vnfH	93	293	18	1	1	293	1	291	1.28e-179	1384
WP_084577806.1	nifH_T1	NZ_UPPP01000074.1_60	vnfH	92	275	22	0	1	275	1	275	4.96e-168	1297
WP_084579006.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	91	293	25	2	1	293	1	291	3.24e-175	1352
WP_084879064.1	nifH_T1	CAIZDF010000619.1_3	vnfH	86	293	41	0	1	293	1	293	1.08e-169	1312
WP_084882843.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	90	291	28	1	1	291	1	290	9.75e-174	1341
WP_085011015.1	nifH_T1	PMCK01000495.1_5	vnfH	81	293	51	1	1	287	1	293	1.28e-158	1231
WP_085088510.1	nifH_T1	NZ_LGQZ01000027.1_123	vnfH	91	301	23	1	1	298	1	301	2.21e-181	1398
WP_085099290.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	91	276	23	1	1	276	1	275	7.62e-169	1303
WP_085216561.1	nifH_T1	PLZT01000187.1_7	vnfH	90	297	27	1	1	293	1	297	5.59e-176	1358
WP_085227693.1	nifH_T1	PLZT01000187.1_7	vnfH	90	297	27	1	1	293	1	297	9.67e-175	1349
WP_085314686.1	nifH_T1	NZ_AJTV01000023.1_11	vnfH	92	293	22	1	1	293	1	291	1.48e-177	1369
WP_085361667.1	nifH_T2	PLZT01000187.1_7	vnfH	88	297	36	1	1	296	1	297	5.12e-174	1344
WP_085442124.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	90	293	28	0	1	293	1	293	8.24e-178	1371
WP_085770883.1	nifH_T2	NZ_CP019948.1_1310	vnfH	99	294	0	1	1	294	1	292	1.95e-191	1470
WP_085771099.1	nifH_T2	PQAN01000100.1_14	vnfH	89	294	30	2	1	294	1	292	3.41e-175	1352
WP_085813405.1	nifH_T1	PMCK01000495.1_5	vnfH	85	293	41	1	1	289	1	293	1.1e-163	1268
WP_085988787.1	nifH_T1	NZ_JAGTUF010000021.1_45	vnfH	95	296	12	2	1	296	1	293	2.04e-183	1412
WP_086487138.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	87	293	33	2	1	288	1	293	2.24e-168	1302
WP_087445781.1	nifH_T1	NZ_FYDG01000006.1_10	vnfH	87	298	33	1	1	298	1	291	8.11e-173	1335
WP_087479239.1	nifH_T1	DIDB01000228.1_21	vnfH	89	294	32	1	1	294	1	293	2.95e-173	1338
WP_088228785.1	nifH_T1	NZ_AP018449.1_2668	vnfH	79	284	50	1	1	275	1	284	1.53e-148	1156
WP_088520362.1	nifH_T2	NZ_FYDG01000006.1_10	vnfH	96	291	12	1	1	290	1	291	1.42e-185	1427
WP_088522711.1	nifH_T2	JAEZKS010000250.1_8	nflH	60	317	97	2	1	288	1	316	3.55e-122	974
WP_088534525.1	nifH_T1	PMCK01000495.1_5	vnfH	84	293	44	1	1	289	1	293	5.35e-163	1263
WP_088617645.1	nifH_T1	NZ_RYFG02000121.1_104	vnfH	97	294	8	1	1	294	1	293	9.58e-187	1436
WP_088953253.1	nifH_T1	PLZT01000187.1_7	vnfH	89	297	29	1	1	293	1	297	5.59e-176	1358
WP_089128945.1	nifH_T2	JABXKI010000170.1_15	vnfH	91	298	26	1	1	298	1	297	1.04e-177	1371
WP_089130710.1	nifH_T2	NZ_JABXYX010000032.1_33	vnfH	89	322	36	1	1	321	1	322	3.83e-189	1458
WP_089274679.1	nifH_T1	NZ_JAFFQA010000017.1_82	vnfH	88	276	33	1	1	276	1	275	4.88e-160	1239
WP_089285040.1	nifH_T2	NZ_MZGX01000024.1_42	vnfH	82	273	47	1	1	272	1	273	6.85e-151	1172
WP_089322897.1	nifH_T1	JAFEDJ010000039.1_33	vnfH	78	295	59	2	1	290	1	295	1.26e-149	1166
WP_089415738.1	nifH_T1	PLZT01000187.1_7	vnfH	90	297	26	1	1	293	1	297	8.34e-177	1364
WP_089861114.1	nifH_T1	JAEWSD010000176.1_20	vnfH	76	279	62	2	1	279	1	273	5.7e-143	1115
WP_090012327.1	nifH_T3	JAEWDM010000040.1_232	vnfH	84	285	45	1	1	285	1	284	3.46e-158	1227
WP_090068485.1	nifH_T1	NZ_SJZB01000053.1_50	vnfH	89	293	30	1	1	292	1	293	9.9e-173	1334
WP_090174219.1	nifH_T3	JAEWDM010000040.1_232	vnfH	81	285	52	2	1	284	1	284	8.98e-151	1173
WP_090231401.1	nifH_T1	JACDZG010000096.1_14	vnfH	93	294	21	1	1	294	1	293	3.88e-180	1388
WP_090349186.1	nifH_T1	DIDB01000228.1_21	vnfH	91	293	27	0	1	293	1	293	8.97e-179	1378
WP_090444295.1	nifH_T1	NZ_JACHXI010000010.1_82	vnfH	92	293	19	1	1	293	1	290	9.08e-180	1385
WP_090885364.1	nifH_T1	NZ_CP009288.1_4446	vnfH	82	294	41	2	1	282	1	294	2.34e-159	1236
