ZehrID	ZehrSeq	NFixDBID	NFixDBSeq	PercIdentity	AlnLength	Mismatches	GapOpens	QueryStart	QueryEnd	SeqStart	SeqEnd	EValue	Score
ADI73466.1|Methanohalobium_evestigatum_1	nifH	NC_014253.1_558	nflH	100	293	0	0	1	293	1	293	1.8e-196	1513
ADK13572.1|Clostridium_ljungdahlii_1	nifH	NC_021182.1_3330	vnfH	86	272	38	0	1	272	1	272	1.03e-155	1207
ADK15363.1|Clostridium_ljungdahlii_1	nifH	CACZNZ010000102.1_7	nflH	55	256	57	2	1	201	1	254	1.88e-77	636
ADK15370.1|Clostridium_ljungdahlii_1	nifH	JALEKG010000119.1_9	nflH	78	253	54	1	1	253	1	251	5.24e-129	1016
ADK15411.1|Clostridium_ljungdahlii_1	nifH	NZ_PVXP01000020.1_32	vnfH	90	278	24	1	1	275	1	278	4.9e-167	1290
ADK82110.1|Spirochaeta_smaragdinae_1	nifH	DNPP01000068.1_28	vnfH	83	275	46	1	1	275	1	274	2.55e-153	1190
ADK83816.1|Desulfarculus_baarsii_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	86	275	38	0	1	275	1	275	5.16e-161	1246
ADL58617.1|Methanothermobacter_marburgensis_1	nifH	NC_014408.1_1008	nflH	98	271	0	1	1	265	1	271	1.69e-173	1342
ADL69355.1|Thermoanaerobacterium_thermosaccharolyticum_1	nifH	DNPP01000068.1_28	vnfH	80	274	53	1	1	272	1	274	8.83e-150	1164
ADM26623.1|Paenibacillus_polymyxa_1	nifH	NZ_CP009288.1_4446	vnfH	84	294	42	2	1	288	1	294	4.89e-162	1256
ADM49747.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	227	20	3	1	138	1	226	2.55e-60	497
ADM49783.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	227	20	3	1	138	1	226	1.36e-60	499
ADM51302.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	50	227	25	3	1	139	1	226	1.73e-59	491
ADM51387.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	53	227	17	3	1	139	1	226	1.54e-61	506
ADM51411.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	53	226	18	2	1	138	1	226	1.34e-63	521
ADM51429.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	51	227	20	3	1	136	1	226	2.7e-58	482
ADM51476.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	53	226	19	2	1	138	1	226	1.34e-63	521
ADM51509.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	50	226	25	2	1	138	1	226	3.86e-61	503
ADM51520.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	226	20	2	1	138	1	226	3.12e-62	511
ADM51627.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	226	21	2	1	138	1	226	3.12e-62	511
ADM51629.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	51	227	23	3	1	139	1	226	1.73e-59	491
ADM51632.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	54	226	17	2	1	138	1	226	6.47e-63	516
ADM51656.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	50	226	25	2	1	138	1	226	3.49e-60	496
ADM51709.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	227	20	3	1	139	1	226	1.54e-61	506
ADM51739.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	54	226	17	2	1	138	1	226	5.76e-65	531
ADM52729.1|Paenibacillus_sabinae_1	nifH	NZ_CP011114.1_3785	vnfH	96	296	11	1	1	296	1	295	1.37e-189	1457
ADM52732.1|Paenibacillus_sabinae_1	nifH	NZ_CP011114.1_3785	vnfH	86	295	37	1	1	290	1	295	1.21e-167	1297
ADM63691.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	55	227	14	3	1	139	1	226	2.86e-64	526
ADM63693.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	227	20	3	1	139	1	226	2.12e-61	505
ADN01326.1|Spirochaeta_thermophila_1	nifH	DNPP01000068.1_28	vnfH	80	274	55	0	1	274	1	274	4.17e-148	1152
ADN03174.1|Spirochaeta_thermophila_2	nifH	NC_014484.1_2224	nifH	100	249	0	0	1	249	1	249	8.18e-160	1245
ADN35041.1|Methanoplanus_petrolearius_1	nifH	NZ_UPPP01000074.1_60	vnfH	85	275	40	1	1	273	1	275	5.52e-155	1202
ADN36985.1|Methanoplanus_petrolearius_1	nifH	NC_014507.1_2229	nflH	100	766	1	0	1	766	1	766	0.0	4001
ADN37126.1|Methanoplanus_petrolearius_1	nifH	JAEWWL010000051.1_19	nflH	84	274	45	0	1	274	1	274	1.1e-153	1199
ADO83190.1|Ilyobacter_polytropus_1	nifH	JAJXWH010000032.1_49	vnfH	75	279	65	1	1	279	1	273	9.84e-142	1106
ADP71189.1|Rhodomicrobium_vannielii_1	nifH	NC_014664.1_1948	vnfH	100	292	0	0	1	292	1	292	4.47e-194	1489
ADP72548.1|Rhodomicrobium_vannielii_1	nifH	NC_014664.1_3349	anfH	100	275	0	0	1	275	1	275	1.26e-184	1420
ADP72734.1|Rhodomicrobium_vannielii_1	nifH	JAMXLQ010000222.1_3	nflH	57	300	119	3	1	290	1	299	2.26e-107	865
ADP72762.1|Rhodomicrobium_vannielii_1	nifH	JAEZKS010000250.1_8	nflH	59	317	95	3	1	284	1	316	4.58e-119	951
ADP77182.1|Methanothermus_fervidus_1	nifH	NC_014658.1_383	nflH	81	270	0	1	1	220	1	270	9.07e-137	1071
ADQ79512.1|Paludibacter_propionicigenes_1	nifH	NC_014734.1_1374	anfH	83	274	0	1	1	228	1	274	1.79e-144	1124
ADQ79569.1|Paludibacter_propionicigenes_1	nifH	DNPP01000068.1_28	vnfH	80	274	55	0	1	274	1	274	3.51e-146	1138
ADR18595.1|Calditerrivibrio_nitroreducens_1	nifH	QKFD01000024.1_189	vnfH	69	259	51	2	1	230	1	259	1.6e-115	910
ADR34162.1|Sulfuricurvum_kujiense_1	nifH	QKFD01000024.1_189	vnfH	64	269	72	4	1	253	1	259	9.62e-107	848
ADR83555.1|Cryptococcus_laurentii_1	nifH	PMBV01000232.1_5	vnfH	50	226	16	2	1	129	1	226	2.76e-57	474
ADW19185.1|Desulfobulbus_propionicus_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	94	275	16	0	1	275	1	275	7.1e-176	1354
ADX42798.1|uncultured_microorganism_1	nifH	JAIORJ010000025.1_8	nflH	50	229	11	2	1	126	1	229	2.84e-56	473
ADY57074.1|Syntrophobotulus_glycolicus_1	nifH	JAEZKS010000250.1_8	nflH	53	318	84	3	1	256	1	316	1.06e-101	822
ADY57111.1|Syntrophobotulus_glycolicus_1	nifH	NZ_AP018449.1_2668	vnfH	70	284	28	1	1	228	1	284	4.15e-127	996
ADY57123.1|Syntrophobotulus_glycolicus_1	nifH	NC_015172.1_2823	anfH	100	274	0	0	1	274	1	274	4.61e-185	1423
ADY62455.1|Frankia_sp._1	nifH	NZ_CP040272.1_833	vnfH	57	293	30	2	1	198	1	293	2.82e-98	784
ADZ09424.1|Methanobacterium_sp._1	nifH	CP099988.1_109	nflH	87	293	4	1	1	258	1	293	2.85e-164	1276
ADZ10041.1|Methanobacterium_sp._1	nifH	CP099988.1_2314	anfH	83	275	0	1	1	228	1	275	4.11e-146	1136
ADZ10312.1|Methanobacterium_sp._1	nifH	NC_015216.1_2082	nflH	100	266	0	0	1	266	1	266	1.05e-176	1365
ADZ48345.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	55	226	23	2	1	147	1	226	1.35e-67	551
ADZ48347.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	51	226	21	2	1	136	1	226	4.53e-60	495
ADZ48365.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	226	21	2	1	138	1	226	3.45e-63	518
ADZ48373.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	226	19	2	1	136	1	226	4.05e-62	510
ADZ85934.1|Clostridium_lentocellum_1	nifH	NC_015275.1_4248	nifH	100	254	0	0	1	254	1	254	1.61e-164	1280
AEA48238.1|Skermanella_aerolata_1	nifH	PMBV01000232.1_5	vnfH	50	226	21	3	1	134	1	226	4.79e-58	480
AEB08241.1|Desulfobacca_acetoxidans_1	nifH	DNPP01000068.1_28	vnfH	83	274	47	0	1	274	1	274	2.27e-152	1183
AEB67348.1|Methanosaeta_concilii_1	nifH	NOLC01000103.1_13	nflH	71	271	37	2	1	235	1	266	1.64e-121	961
AEB67436.1|Methanosaeta_concilii_1	nifH	NC_015416.1_538	nflH	100	271	0	0	1	271	1	271	5.35e-181	1397
AEC13402.1|Bradyrhizobium_sp._1	nifH	NZ_AJTV01000023.1_11	vnfH	69	291	23	2	1	225	1	291	6.49e-124	973
AEC13412.1|Bradyrhizobium_yuanmingense_1	nifH	NZ_AJTV01000023.1_11	vnfH	68	291	27	2	1	225	1	291	5.44e-122	959
AEC13430.1|Bradyrhizobium_sp._1	nifH	NZ_AJTV01000023.1_11	vnfH	70	291	20	2	1	225	1	291	4.73e-124	974
AEC13432.1|Bradyrhizobium_sp._1	nifH	PLZT01000187.1_7	vnfH	69	297	21	2	1	225	1	297	1.53e-124	978
AEE15126.1|Thermodesulfobium_narugense_1	nifH	JAILLZ010000117.1_3	nflH	63	252	93	1	1	251	1	252	1.03e-104	839
AEE15823.1|Treponema_brennaborense_1	nifH	JAEWSQ010000028.1_94	nifH	81	251	47	0	1	251	1	251	8.26e-133	1049
AEE16650.1|Treponema_brennaborense_1	nifH	LGFT01000025.1_50	nflH	56	297	94	4	1	297	1	259	6.1e-95	772
AEE49838.1|Haliscomenobacter_hydrossis_1	nifH	JAEDDH010000016.1_51	nifH	61	254	95	1	1	254	1	251	2.05e-92	755
AEF80178.1|Treponema_azotonutricium_1	nifH	DNPP01000068.1_28	vnfH	78	274	60	0	1	274	1	274	1.05e-143	1120
AEF82684.1|Treponema_azotonutricium_1	nifH	PQAS01000057.1_90	nflH	55	306	122	4	1	291	1	304	1.52e-108	874
AEF83461.1|Treponema_azotonutricium_1	nifH	JAEZKS010000250.1_8	nflH	62	319	91	3	1	292	1	316	2.01e-125	998
AEF83597.1|Treponema_primitia_1	nifH	DNPP01000068.1_28	vnfH	77	280	58	1	1	280	1	274	3.18e-143	1117
AEF84422.1|Treponema_primitia_1	nifH	LGFT01000025.1_50	nflH	58	259	105	1	1	255	1	259	3.52e-94	763
AEF85643.1|Treponema_primitia_1	nifH	PQAS01000057.1_90	nflH	55	306	122	3	1	292	1	304	2.35e-109	880
AEF96745.1|Methanotorris_igneus_1	nifH	NC_015562.1_1438	nflH	94	290	14	2	1	288	1	290	1.47e-181	1404
AEF96954.1|Methanotorris_igneus_1	nifH	NC_015562.1_1438	nflH	100	290	1	0	1	290	1	290	2.85e-192	1482
AEF97268.1|Methanotorris_igneus_1	nifH	NC_003552.1_1240	anfH	62	276	56	3	1	229	1	275	2.95e-106	846
AEF99883.1|Methylomonas_methanica_1	nifH	NZ_CP044205.1_988	vnfH	91	296	25	2	1	294	1	295	3.66e-175	1352
AEG01442.1|Methylomonas_methanica_1	nifH	NQJI01000053.1_6	nifH	80	259	51	2	1	257	1	259	2.09e-135	1069
AEG15740.1|Desulfotomaculum_kuznetsovii_1	nifH	LGFT01000025.1_50	nflH	70	259	71	1	1	252	1	259	1.69e-118	940
AEG15744.1|Desulfotomaculum_kuznetsovii_1	nifH	NC_015562.1_1438	nflH	60	328	93	2	1	328	1	290	9.19e-131	1038
AEG16830.1|Desulfotomaculum_kuznetsovii_1	nifH	JAHFCR010000035.1_17	anfH	87	275	36	0	1	275	1	275	2.01e-167	1295
AEG17581.1|Methanobacterium_sp._1	nifH	NC_015574.1_541	nflH	100	264	0	0	1	264	1	264	1.51e-174	1349
AEG18043.1|Methanobacterium_sp._1	nifH	CP099988.1_109	nflH	81	293	54	1	1	292	1	293	6.13e-162	1262
AEG19023.1|Methanobacterium_sp._1	nifH	NC_015216.1_1812	anfH	76	275	18	1	1	228	1	275	4.11e-135	1056
AEH44920.1|Thermodesulfatator_indicus_1	nifH	PJFB01000002.1_333	anfH	63	275	53	2	1	227	1	275	2.33e-111	883
AEH60342.1|Methanosalsum_zhilinae_1	nifH	NC_015676.1_473	nflH	100	264	0	0	1	264	1	264	7.99e-175	1351
AEI37864.1|Zymomonas_mobilis_1	nifH	NC_015709.1_964	anfH	81	280	0	1	1	228	1	280	1.1e-144	1126
AEI38202.1|Zymomonas_mobilis_1	nifH	CAJATU010000063.1_25	vnfH	90	298	26	1	1	295	1	298	9.83e-178	1371
AEK51562.1|uncultured_Frankia_1	nifH	NZ_JACJRQ010000032.1_53	vnfH	57	297	33	2	1	201	1	297	6.3e-98	782
AEL79581.1|Bradyrhizobium_genosp._1	nifH	NZ_AJTV01000023.1_11	vnfH	75	291	26	2	1	244	1	291	1.05e-137	1075
AEL96952.1|Bradyrhizobium_genosp._1	nifH	NZ_AJTV01000023.1_11	vnfH	77	291	22	2	1	245	1	291	3.97e-141	1100
AEL96954.1|Bradyrhizobium_genosp._1	nifH	PLZT01000187.1_7	vnfH	76	297	18	2	1	245	1	297	1.77e-141	1103
AEN14646.1|Leptospirillum_ferriphilum_1	nifH	PLZT01000187.1_7	vnfH	84	297	41	2	1	291	1	297	1.1e-165	1283
AET63440.1|Methanosaeta_harundinacea_1	nifH	NC_017527.1_50	nflH	100	264	0	0	1	264	1	264	1.64e-175	1356
AET70418.1|Desulfosporosinus_orientis_1	nifH	NZ_AP018449.1_2668	vnfH	79	284	50	1	1	275	1	284	1.02e-147	1150
AEV67918.1|Clostridium_clariflavum_1	nifH	JAEWSD010000176.1_20	vnfH	85	273	41	0	1	273	1	273	2.04e-155	1205
AEV68734.1|Clostridium_clariflavum_1	nifH	JAEWSD010000176.1_20	vnfH	84	273	45	0	1	273	1	273	1.15e-152	1185
AEV68879.1|Clostridium_clariflavum_1	nifH	JAEZKS010000250.1_8	nflH	64	319	85	3	1	292	1	316	7.43e-129	1023
AEX24158.1|Vibrio_sp._1	nifH	NZ_JACHXI010000010.1_82	vnfH	89	293	29	1	1	293	1	290	1.03e-173	1341
AEX54812.1|Rahnella_aquatilis_1	nifH	NZ_JACHXI010000010.1_82	vnfH	87	291	36	1	1	291	1	290	1.96e-170	1317
AEY66006.1|Clostridium_sp._1	nifH	JAEZKS010000250.1_8	nflH	63	319	88	4	1	292	1	316	5.68e-126	1002
AFA46824.1|Acetobacterium_woodii_1	nifH	OMUY01000016.1_113	nflH	56	251	109	1	1	250	1	251	1.29e-90	736
AFA47495.1|Acetobacterium_woodii_1	nifH	NC_016894.1_708	anfH	100	274	0	0	1	274	1	274	4.24e-184	1416
AFA47588.1|Acetobacterium_woodii_1	nifH	JAEWSD010000176.1_20	vnfH	85	273	42	0	1	273	1	273	2.22e-156	1212
AFI61156.1|Bradyrhizobium_sp._1	nifH	PLZT01000187.1_7	vnfH	72	297	26	2	1	240	1	297	8.83e-132	1032
AFL68336.1|Sulfurospirillum_barnesii_1	nifH	QKFD01000024.1_189	vnfH	62	271	63	3	1	243	1	259	8.31e-98	782
AFM28066.1|Desulfomonile_tiedjei_1	nifH	DNPP01000068.1_28	vnfH	80	274	56	0	1	274	1	274	1.39e-150	1170
AFM42901.1|Desulfosporosinus_acidiphilus_1	nifH	NZ_AP018449.1_2668	vnfH	80	284	49	1	1	275	1	284	1.11e-148	1157
AFM68950.1|Pseudomonas_sp._1	nifH	JAKBJA010000175.1_7	vnfH	73	290	37	3	1	248	1	290	4.16e-130	1020
AFM92571.1|Acaryochloris_sp._1	nifH	JABXKM010000203.1_18	vnfH	83	296	46	1	1	291	1	296	2.71e-161	1251
AFO55049.1|uncultured_nitrogen-fixing_1	nifH	NZ_AEEA01000019.1_78	anfH	53	274	10	2	1	154	1	274	3.2e-75	613
AFO55055.1|uncultured_nitrogen-fixing_1	nifH	NZ_MZGX01000024.1_42	vnfH	52	273	10	2	1	152	1	273	1.13e-73	599
AFP43337.1|Cyanobacterium_sp._1	nifH	NZ_JACJRQ010000032.1_53	vnfH	78	297	58	3	1	290	1	297	7.64e-151	1175
AFQ59982.1|Azospirillum_sp._1	nifH	PMBV01000232.1_5	vnfH	54	226	19	2	1	142	1	226	2.01e-66	542
AFR69093.1|Bradyrhizobium_sp._1	nifH	NZ_AJTV01000023.1_11	vnfH	71	291	22	2	1	228	1	291	2.37e-126	991
AFR69094.1|Bradyrhizobium_sp._1	nifH	NZ_AJTV01000023.1_11	vnfH	70	291	23	2	1	227	1	291	1.41e-124	978
AFR69096.1|Mesorhizobium_sp._1	nifH	CAINOE010000073.1_13	vnfH	72	299	19	2	1	233	1	299	6.4e-130	1018
AFS77443.1|Clostridium_acidurici_1	nifH	LGFT01000025.1_50	nflH	56	259	99	1	1	244	1	259	2.11e-95	771
AFS79164.1|Clostridium_acidurici_1	nifH	JAEZKS010000250.1_8	nflH	62	317	94	3	1	291	1	316	1.43e-125	999
AFU55937.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	50	226	21	2	1	135	1	226	6.74e-58	479
AFV03033.1|Dehalobacter_sp._1	nifH	NZ_AP018449.1_2668	vnfH	90	284	29	0	1	284	1	284	1.43e-174	1346
AFV23167.1|Methanolobus_psychrophilus_1	nifH	CP003083.1_903	nflH	100	264	1	0	1	264	1	264	7.99e-175	1351
AFV23549.1|Methanolobus_psychrophilus_1	nifH	DHWU01000017.1_21	anfH	69	248	55	4	1	228	1	247	6.45e-108	856
AFV36359.1|Raoultella_terrigena_1	nifH	QKFD01000024.1_189	vnfH	71	259	34	2	1	219	1	259	6.31e-116	912
AFV97623.1|uncultured_Sulfuricurvum_1	nifH	NZ_FYDG01000006.1_10	vnfH	62	303	53	6	1	253	1	291	7.02e-106	844
AFY30594.1|Calothrix_sp._1	nifH	NZ_CP040272.1_833	vnfH	99	293	2	1	1	292	1	293	1.74e-190	1463
AFY35853.1|Calothrix_sp._1	nifH	JABXKI010000170.1_15	vnfH	94	301	14	1	1	301	1	297	1.39e-187	1443
AFY41676.1|Nostoc_sp._1	nifH	NZ_CP047242.1_426	vnfH	97	297	9	1	1	296	1	297	5.1e-189	1453
AFY51257.1|Nostoc_sp._1	nifH	NZ_JABXYX010000032.1_33	vnfH	84	325	47	2	1	324	1	322	1.03e-180	1397
AFY58697.1|Rivularia_sp._1	nifH	NZ_CP040272.1_833	vnfH	85	293	27	1	1	276	1	293	1.22e-161	1252
AFY78732.1|Pleurocapsa_sp._1	nifH	NZ_AJLK01000041.1_8	vnfH	80	297	52	2	1	293	1	295	1.67e-155	1209
AFY79132.1|Pleurocapsa_sp._1	nifH	DNPP01000068.1_28	vnfH	80	274	56	0	1	274	1	274	4.54e-149	1159
AFY89975.1|Chroococcidiopsis_thermalis_1	nifH	NZ_JACJRQ010000032.1_53	vnfH	87	297	39	1	1	296	1	297	1.54e-171	1326
AFZ17178.1|Microcoleus_sp._1	nifH	NZ_JACJRQ010000032.1_53	vnfH	85	299	43	1	1	299	1	297	1.41e-169	1312
AFZ22411.1|Cylindrospermum_stagnale_1	nifH	JAHHHH010000012.1_74	vnfH	88	326	38	1	1	325	1	326	7.04e-190	1464
AFZ22902.1|Cylindrospermum_stagnale_1	nifH	JABXKI010000170.1_15	vnfH	95	297	14	1	1	296	1	297	5.45e-186	1431
AFZ43954.1|Halothece_sp._1	nifH	AP018233.1_3456	vnfH	78	299	56	3	1	292	1	297	9.6e-153	1189
AFZ58852.1|Anabaena_cylindrica_1	nifH	CAIVAU010000061.1_60	vnfH	91	302	25	1	1	299	1	302	4.38e-181	1396
AGA91923.1|Thioflavicoccus_mobilis_1	nifH	NZ_SSOD01000019.1_89	vnfH	92	295	23	2	1	293	1	295	1.38e-175	1355
AGB01831.1|Methanoregula_formicicum_1	nifH	NC_019943.1_763	nflH	100	270	0	0	1	270	1	270	1.11e-178	1380
AGB19221.1|Thermoanaerobacterium_thermosaccharolyticum_1	nifH	JAEZKS010000250.1_8	nflH	53	316	78	2	1	247	1	316	1.04e-100	814
AGB48807.1|Methanomethylovorans_hollandica_1	nifH	NC_019977.1_526	nflH	100	264	0	0	1	264	1	264	3.9e-174	1346
AGC68961.1|Clostridium_stercorarium_1	nifH	JAEWDM010000040.1_232	vnfH	80	284	55	2	1	282	1	284	7.8e-150	1166
AGF55196.1|Clostridium_saccharoperbutylacetonicum_1	nifH	JAEWDM010000040.1_232	vnfH	82	284	51	0	1	284	1	284	1.38e-155	1208
AGF56836.1|Clostridium_saccharoperbutylacetonicum_1	nifH	JAJXWH010000032.1_49	vnfH	79	273	11	1	1	228	1	273	5.14e-136	1060
AGF56848.1|Clostridium_saccharoperbutylacetonicum_1	nifH	NC_020291.1_3019	anfH	79	274	0	1	1	217	1	274	1.57e-135	1058
AGF76918.1|Desulfocapsa_sulfexigens_1	nifH	NZ_JAFFQA010000017.1_82	vnfH	89	276	29	1	1	276	1	275	8.64e-163	1259
AGH32289.1|Bradyrhizobium_sp._1	nifH	NZ_AJTV01000023.1_11	vnfH	60	291	20	2	1	195	1	291	4.94e-102	811
AGI48130.1|Thermoplasmatales_archaeon_1	nifH	CP002916.1_1098	nflH	100	698	0	0	1	698	1	698	0.0	3642
AGI48239.1|Thermoplasmatales_archaeon_1	nifH	DAYM01000013.1_170	nflH	72	270	73	1	1	268	1	270	3.04e-124	984
AGI85899.1|Candidatus_Methanomethylophilus_1	nifH	NC_020913.1_1138	nflH	100	717	0	0	1	717	1	717	0.0	3729
AGI86016.1|Candidatus_Methanomethylophilus_1	nifH	NZ_LOPS01000050.1_53	nflH	58	730	282	4	1	704	1	729	1.01e-271	2129
AGI86054.1|Candidatus_Methanomethylophilus_1	nifH	DAYM01000013.1_170	nflH	68	271	84	2	1	268	1	270	4.6e-118	939
AGI96610.1|uncultured_Burkholderia_1	nifH	PMBV01000232.1_5	vnfH	59	226	19	2	1	153	1	226	3.46e-75	607
AGI96612.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	227	35	3	1	154	1	226	5.86e-64	525
AGI96616.1|uncultured_Bradyrhizobium_1	nifH	PMBV01000232.1_5	vnfH	52	227	35	4	1	153	1	226	1.47e-63	522
AGI96633.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	58	226	21	2	1	153	1	226	1.67e-74	602
AGI96637.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	58	226	22	2	1	153	1	226	1.52e-73	595
AGI96640.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	57	226	24	2	1	153	1	226	1.38e-72	588
AGI96648.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	53	227	33	3	1	154	1	226	5.22e-66	540
AGI96649.1|uncultured_bacterium_1	nifH	DBMP01000029.1_90	vnfH	51	274	15	2	1	154	1	274	4.83e-71	580
AGI96650.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	227	33	3	1	152	1	226	2.16e-64	528
AGI96654.1|uncultured_Bradyrhizobium_1	nifH	PMBV01000232.1_5	vnfH	51	227	37	3	1	154	1	226	2.06e-63	521
AGI96655.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	56	226	23	2	1	150	1	226	1.44e-70	573
AGI96659.1|uncultured_bacterium_1	nifH	JAAUTD010000083.1_4	vnfH	51	295	4	2	1	154	1	295	2.87e-74	605
AGI96662.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	52	226	22	2	1	140	1	226	3.64e-63	518
AGI96671.1|uncultured_Dechloromonas_1	nifH	JAGTRU010000002.1_131	vnfH	50	294	8	2	1	154	1	294	2.05e-74	606
AGJ52510.1|Sinorhizobium_sp._1	nifH	CAINOE010000073.1_13	vnfH	77	299	22	2	1	253	1	299	1.59e-144	1126
AGJ89747.1|Rhizobium_tropici_1	nifH	CAINOE010000073.1_13	vnfH	89	307	25	2	1	305	1	299	3.15e-176	1361
AGK26166.1|Bradyrhizobium_sp._1	nifH	NZ_AJTV01000023.1_11	vnfH	57	291	20	2	1	186	1	291	1.22e-93	749
AGK98264.1|Clostridium_pasteurianum_1	nifH	NZ_CP009268.1_1381	vnfH	91	273	24	1	1	273	1	272	1.31e-165	1279
AGK98882.1|Clostridium_pasteurianum_1	nifH	JAEZKS010000250.1_8	nflH	55	319	111	4	1	290	1	316	8.28e-110	884
AGN16625.1|Methanobrevibacter_sp._1	nifH	NZ_BAGX02000015.1_33	nflH	100	267	1	0	1	267	1	267	4.27e-177	1368
AGN26065.1|Candidatus_Methanomassiliicoccus_1	nifH	NC_021353.1_665	nflH	100	717	0	0	1	717	1	717	0.0	3706
AGN27014.1|Methanomassiliicoccus_sp._1	nifH	DAVH01000022.1_43	nflH	68	259	83	0	1	259	1	259	5.5e-122	966
AGO57869.1|uncultured_nitrogen-fixing_1	nifH	NZ_VLKG01000008.1_8	vnfH	51	290	5	2	1	153	1	290	1.08e-75	615
AGO57871.1|uncultured_nitrogen-fixing_1	nifH	NZ_CP046052.1_70	vnfH	50	292	5	2	1	152	1	292	1.68e-73	599
AGO57877.1|uncultured_nitrogen-fixing_1	nifH	PMBV01000232.1_5	vnfH	59	226	18	2	1	152	1	226	1.19e-74	603
AGO57881.1|uncultured_nitrogen-fixing_1	nifH	PMBV01000232.1_5	vnfH	59	226	18	2	1	152	1	226	6.32e-75	605
AGO57885.1|uncultured_nitrogen-fixing_1	nifH	PMBV01000232.1_5	vnfH	60	226	16	2	1	152	1	226	1.79e-75	609
AGO57889.1|uncultured_nitrogen-fixing_1	nifH	PMBV01000232.1_5	vnfH	58	226	21	2	1	152	1	226	5.74e-74	598
AGO86481.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	59	226	19	2	1	153	1	226	3.46e-75	607
AGP75723.1|uncultured_bacterium_1	nifH	PMBV01000232.1_5	vnfH	50	226	16	2	1	128	1	226	6.89e-57	471
AGU89250.1|Serratia_sp._1	nifH	DIDB01000228.1_21	vnfH	85	293	44	0	1	293	1	293	5.28e-169	1307
BAA00568.1|Leptolyngbya_boryana_1	nifH	JAHHHC010000005.1_41	vnfH	85	296	43	0	1	296	1	296	1.59e-168	1304
BAA28429.1|unidentified_nitrogen-fixing_1	nifH	NZ_MZGX01000024.1_42	vnfH	50	273	5	2	1	141	1	273	5.71e-67	549
BAA28459.1|unidentified_nitrogen-fixing_1	nifH	NZ_SNYS01000005.1_389	nflH	51	266	5	2	1	140	1	266	6.85e-69	569
BAA28485.1|unidentified_nitrogen-fixing_1	nifH	WRNK01000006.1_12	nflH	51	266	4	2	1	140	1	266	1.29e-68	567
BAA86278.1|nitrogen_fixing_1	nifH	JAFNAS010000019.1_52	anfH	74	274	26	1	1	228	1	274	5.64e-128	1004
BAC07285.1|Rhodobacter_sp._1	nifH	PMBV01000232.1_5	vnfH	62	226	12	2	1	153	1	226	2.69e-79	637
BAC07294.1|Rhodovulum_sp._1	nifH	PMBV01000232.1_5	vnfH	61	226	15	2	1	153	1	226	3.35e-78	629
BAC07295.1|Rhodobacter_blasticus_1	nifH	PMBV01000232.1_5	vnfH	62	226	13	2	1	154	1	226	4.16e-80	643
BAD54835.1|Pleomorphomonas_oryzae_1	nifH	PMBV01000232.1_5	vnfH	52	226	18	3	1	136	1	226	2.67e-61	504
BAD80886.1|Heliorestis_baculata_1	nifH	NZ_AP018449.1_2668	vnfH	78	287	35	2	1	262	1	284	1.96e-144	1125
BAD80888.1|Heliorestis_daurensis_1	nifH	NZ_AP018449.1_2668	vnfH	78	284	38	1	1	259	1	284	1.66e-143	1118
