	GenomeID	NCBI_TaxID	GTDB_Tax	NCBI_Tax	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
3682	GB_GCA_016210435.1	2026724	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__VGZT01;s__VGZT01 sp016210435	d__Bacteria;x__Terrabacteria group;p__Chloroflexi;x__unclassified Chloroflexi;s__Chloroflexi bacterium	JACQUF010000319.1_3	JACQUF010000195.1_2	JACQUF010000195.1_1											
3683	GB_GCA_015231595.1	2044940	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__YD0425bin51;g__JADGBH01;s__JADGBH01 sp015231595	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfobacterales;x__unclassified Desulfobacterales;s__Desulfobacterales bacterium	JADGBH010000042.1_3	JADGBH010000045.1_8	JADGBH010000045.1_7											
3684	RS_GCF_902143375.2	1041768	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Methylacidiphilales;f__Methylacidiphilaceae;g__Methylacidimicrobium;s__Methylacidimicrobium tartarophylax	d__Bacteria;x__PVC group;p__Verrucomicrobia;x__Verrucomicrobia incertae sedis;g__Methylacidimicrobium;s__Methylacidimicrobium tartarophylax	NZ_CABFVA020000077.1_9	NZ_CABFVA020000117.1_4	NZ_CABFVA020000117.1_5											
3685	GB_GCA_003252385.1	1898104	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA10428;s__UBA10428 sp003252385	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;x__unclassified Bacteroidetes;s__Bacteroidetes bacterium	QKEH01000043.1_26	QKEH01000151.1_8	QKEH01000151.1_9											
3686	GB_GCA_001800515.1	1797968	d__Bacteria;p__Fibrobacterota;c__OXYB2-FULL-49-7;o__OXYB2-FULL-49-7;f__OXYB2-FULL-49-7;g__OXYB2-FULL-49-7;s__OXYB2-FULL-49-7 sp001800515	d__Bacteria;p__Elusimicrobia;x__unclassified Elusimicrobia;s__Elusimicrobia bacterium RIFOXYB2_FULL_49_7	MGVN01000087.1_3	MGVN01000251.1_4	MGVN01000251.1_3											
3687	GB_GCA_018262195.1	1977087	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp018262195	d__Bacteria;p__Proteobacteria;x__unclassified Proteobacteria;s__Proteobacteria bacterium	JAGTRS010000056.1_11	JAGTRS010000003.1_47	JAGTRS010000028.1_2											
3688	GB_GCA_905373705.1	662437	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__CAJPQU01;s__CAJPQU01 sp905373705	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Schwartzia;x__environmental samples;s__uncultured Schwartzia sp.	CAJPUA010000185.1_4	CAJPUA010000006.1_5	CAJPUA010000247.1_2											
3689	RS_GCF_900101955.1	57664	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Pseudodesulfuromonas;s__Pseudodesulfuromonas thiophila	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__Desulfuromonas thiophila	NZ_FNAQ01000010.1_9	NZ_FNAQ01000008.1_79	NZ_FNAQ01000008.1_80											
3690	GB_GCA_017620235.1	28121	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio sp017620235	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;x__unclassified Butyrivibrio;s__Butyrivibrio sp.	JAFZQT010000005.1_37	JAFZQT010000099.1_9	JAFZQT010000099.1_8											
3691	RS_GCF_014736495.1	857335	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Dactylopiibacterium;s__Dactylopiibacterium carminicum	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__Candidatus Dactylopiibacterium;s__Candidatus Dactylopiibacterium carminicum	NZ_MDUX01000033.1_24	NZ_MDUX01000005.1_12	NZ_MDUX01000005.1_13											
3692	GB_GCA_002393835.1	1947726	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp002393835	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;x__unclassified Treponema;s__Treponema sp. UBA4326	DGTW01000255.1_2	DGTW01000109.1_13	DGTW01000109.1_14											
3693	GB_GCA_000953215.1	29343	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ruminiclostridium_D;s__Ruminiclostridium_D cellulosi	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;x__Oscillospiraceae incertae sedis;s__[Clostridium] cellulosi	LM995447.1_2011	LM995447.1_822	LM995447.1_823											
3694	RS_GCF_000732605.1	1776047	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora celerecrescens_B	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__unclassified Clostridium;s__Clostridium sp. C105KSO15	NZ_JPME01000040.1_15	NZ_JPME01000012.1_40	NZ_JPME01000012.1_41											
3695	GB_GCA_013334745.1	2052159	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__JAAXUF01;g__JAAXWY01;s__JAAXWY01 sp013334745	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Coriobacteriia;x__unclassified Coriobacteriia;s__Coriobacteriia bacterium	JAAXWY010000002.1_113	JAAXWY010000004.1_34	JAAXWY010000004.1_35											
3696	RS_GCF_000468095.1	2052056	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp000468095	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;x__unclassified Pantoea;s__Pantoea sp. MSR2	NZ_ASZC01000006.1_156	NZ_ASZC01000007.1_124	NZ_ASZC01000007.1_125											
3697	RS_GCF_900215325.1	261512	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp900215325	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;x__environmental samples;s__uncultured Fibrobacter sp.	NZ_OCMS01000007.1_29	NZ_OCMS01000004.1_15	NZ_OCMS01000004.1_4											
3698	GB_GCA_012026885.1	1891241	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp012026885	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__unclassified Betaproteobacteria;s__Betaproteobacteria bacterium	VEPL01000029.1_418	VEPL01000007.1_118	VEPL01000007.1_117											
3699	GB_GCA_016744595.1	2614228	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Desulfuromusa;s__Desulfuromusa sp016744595	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromusa;x__unclassified Desulfuromusa;s__Desulfuromusa sp.	JADGEB010000061.1_5	JADGEB010000001.1_66	JADGEB010000001.1_67											
3700	RS_GCF_000209815.1	657324	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio fibrisolvens_A	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Butyrivibrio;s__Butyrivibrio fibrisolvens;x__Butyrivibrio fibrisolvens 16/4	NC_021031.1_2895	NC_021031.1_1112	NC_021031.1_1114											
3701	RS_GCF_900111035.1	163	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D bryantii_C	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;s__Treponema bryantii	NZ_FOFU01000002.1_53	NZ_FOFU01000003.1_110	NZ_FOFU01000003.1_132											
3702	RS_GCF_000012925.1	269799	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter metallireducens	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;s__Geobacter metallireducens;x__Geobacter metallireducens GS-15	NC_007517.1_3427	NC_007517.1_669	NC_007517.1_670											
3703	GB_GCA_014799765.1	41978	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp014799765	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;x__unclassified Ruminococcus;s__Ruminococcus sp.	JAAVHK010000130.1_27	JAAVHK010000051.1_2	JAAVHK010000043.1_6											
3704	RS_GCF_000022065.1	394503	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Acetivibrionales;f__DSM-27016;g__Ruminiclostridium;s__Ruminiclostridium cellulolyticum	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminiclostridium;s__Ruminiclostridium cellulolyticum;x__Ruminiclostridium cellulolyticum H10	NC_011898.1_7	NC_011898.1_1633	NC_011898.1_1632											
3705	RS_GCF_001466305.1	1473580	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Defluviitaleaceae;g__Defluviitalea;s__Defluviitalea phaphyphila	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Defluviitaleaceae;g__Defluviitalea;s__Defluviitalea phaphyphila	NZ_JWID01000011.1_13	NZ_JWID01000003.1_202	NZ_JWID01000003.1_201											
3706	RS_GCF_000568815.1	1150621	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum multivorans	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Sulfurospirillum;s__Sulfurospirillum multivorans;x__Sulfurospirillum multivorans DSM 12446	NZ_CP007201.1_668	NZ_CP007201.1_1277	NZ_CP007201.1_1278											
3707	GB_GCA_907163085.1	2823334	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__Accumulibacter sp907163085	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__Betaproteobacteria incertae sedis;g__Candidatus Accumulibacter;s__Candidatus Accumulibacter sp. ACC003	CAJQTX010000005.1_369	CAJQTX010000004.1_50	CAJQTX010000004.1_49											
3708	GB_GCA_015056815.1	1898203	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SIG333;s__SIG333 sp015056815	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__unclassified Lachnospiraceae;s__Lachnospiraceae bacterium	SVFN01000039.1_12	SVFN01000038.1_18	SVFN01000038.1_17											
3709	GB_GCA_009930305.1	2044936	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Enterocola;s__Enterocola sp009930305	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;x__unclassified Bacteroidia;s__Bacteroidia bacterium	RZYM01000008.1_37	RZYM01000057.1_4	RZYM01000057.1_3											
3710	GB_GCA_016936255.1	2774595	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Labilibaculum;s__Labilibaculum sp016936255	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Marinifilaceae;x__unclassified Marinifilaceae;s__Marinifilaceae bacterium	JAFGYE010000052.1_37	JAFGYE010000026.1_62	JAFGYE010000026.1_63											
3711	RS_GCF_000260135.1	870187	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix nivea	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix nivea;x__Thiothrix nivea DSM 5205	NZ_JH651384.1_3369	NZ_JH651384.1_4052	NZ_JH651384.1_4053											
3712	GB_GCA_902779055.1	833	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter succinogenes_K	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter succinogenes	CACZAD010000037.1_31	CACZAD010000036.1_37	CACZAD010000036.1_27											
3713	GB_GCA_902776845.1	2485925	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__Saccharofermentanaceae;g__Saccharofermentans;s__Saccharofermentans sp902776845	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;x__unclassified Oscillospiraceae;s__Oscillospiraceae bacterium	CACYRM010000001.1_14	CACYRM010000126.1_4	CACYRM010000092.1_8											
3714	GB_GCA_016285835.1	35828	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;s__Fibrobacter sp016285835	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;x__unclassified Fibrobacter;s__Fibrobacter sp.	JAEERM010000083.1_14	JAEERM010000174.1_2	JAEERM010000174.1_3											
3715	GB_GCA_900544885.1	512296	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900544885	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;x__environmental samples;s__uncultured Phascolarctobacterium sp.	UQWU01000008.1_21	UQWU01000001.1_78	UQWU01000001.1_77											
3716	GB_GCA_003150755.1	2049039	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__CAG-266;s__CAG-266 sp003150755	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;x__unclassified Phascolarctobacterium;s__Phascolarctobacterium sp.	QAMT01000002.1_542	QAMT01000004.1_236	QAMT01000004.1_235											
3717	GB_GCA_002307725.1	1948356	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__Rhizomicrobium;s__Rhizomicrobium sp002307725	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;x__unclassified Alphaproteobacteria;s__Alphaproteobacteria bacterium UBA1301	DBUB01000002.1_122	DBUB01000010.1_154	DBUB01000010.1_155	DBUB01000018.1_89	DBUB01000010.1_153	DBUB01000018.1_87								
3718	RS_GCF_000154565.1	169435	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Anaerotruncus;s__Anaerotruncus colihominis	NZ_DS544171.1_27	NZ_DS544185.1_155	NZ_DS544185.1_154											
3719	GB_GCA_900095815.1	145261	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter wolfeii	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii	LT608329.1_1793	LT608329.1_108	LT608329.1_107							LT608329.1_62	LT608329.1_1001			
3720	RS_GCF_000012425.1	159087	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus aromaticus_A	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__Dechloromonas;s__Dechloromonas aromatica;x__Dechloromonas aromatica RCB	NC_007298.1_4146	NC_007298.1_1424	NC_007298.1_1423											
3721	GB_GCA_002503885.1	2198	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus marisnigri_B	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__Methanoculleus marisnigri	DASQ01000100.1_1	DASQ01000002.1_31	DASQ01000002.1_30							DASQ01000056.1_10	DASQ01000039.1_27			
3722	GB_GCA_016744995.1	1913989	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCF-002020875;f__GRL18;g__GRL18;s__GRL18 sp016744995	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium	JADGDG010000001.1_609	JADGDG010000005.1_123	JADGDG010000005.1_122											
3723	GB_GCA_002067965.1	1811695	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Desulfotomaculales;f__Pelotomaculaceae;g__MVRN01;s__MVRN01 sp002067965	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Pelotomaculum;x__unclassified Pelotomaculum;s__Pelotomaculum sp. PtaU1.Bin035	MVRN01000037.1_7	MVRN01000118.1_13	MVRN01000118.1_14											
3724	GB_GCA_002789915.1	1973947	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp002789915	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;x__unclassified Comamonadaceae;s__Comamonadaceae bacterium CG_4_10_14_3_um_filter_60_42	PFUD01000155.1_6	PFUD01000017.1_2	PFUD01000017.1_3											
3725	GB_GCA_015233785.1	2026759	d__Bacteria;p__Proteobacteria;c__Magnetococcia;o__Magnetococcales;f__JADFWT01;g__JADFWT01;s__JADFWT01 sp015233785	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Magnetococcales;x__unclassified Magnetococcales;s__Magnetococcales bacterium	JADFWT010000294.1_2	JADFWT010000273.1_3	JADFWT010000273.1_2											
3726	RS_GCF_000621785.1	1410672	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_C	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus flavefaciens;x__Ruminococcus flavefaciens ND2009	NZ_KK211349.1_45	NZ_KK211346.1_208	NZ_KK211346.1_209											
3727	RS_GCF_005860775.1	2018037	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella indica	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;x__unclassified Klebsiella;s__Klebsiella sp. 2680	NZ_VCHQ01000005.1_185	NZ_VCHQ01000020.1_13	NZ_VCHQ01000020.1_12											
3728	RS_GCF_004197395.1	2511130	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;s__Paraburkholderia sp004197395	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Paraburkholderia;x__unclassified Paraburkholderia;s__Paraburkholderia sp. UYCP14C	NZ_SELS01000003.1_41	NZ_SELS01000114.1_7	NZ_SELS01000114.1_6											
3729	GB_GCA_902803735.1	201186	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp902803735	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;x__environmental samples;s__uncultured Spirochaetaceae bacterium	CADCRJ010000006.1_3	CADCRJ010000177.1_6	CADCRJ010000177.1_5											
3730	RS_GCF_017338855.1	2815309	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__Geobacter sp017338855	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;x__unclassified Geobacter;s__Geobacter sp. Jerry-YX	NZ_CP071382.1_1237	NZ_CP071382.1_1763	NZ_CP071382.1_1764											
3731	GB_GCA_902803645.1	297314	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimeria;s__Weimeria sp902803645	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__environmental samples;s__uncultured Lachnospiraceae bacterium	CADCQT010000032.1_18	CADCQT010000131.1_2	CADCQT010000131.1_3											
3732	RS_GCF_004339595.1	1476959	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium mangrovicola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Marinobacterium;s__Marinobacterium mangrovicola	NZ_SMFU01000008.1_206	NZ_SMFU01000007.1_263	NZ_SMFU01000007.1_264											
3733	RS_GCF_001017175.1	1225564	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;s__Microvirga vignae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Microvirga;s__Microvirga vignae	NZ_LCYG01000016.1_14	NZ_LCYG01000090.1_11	NZ_LCYG01000090.1_10											
3734	RS_GCF_000175115.2	443143	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geomonas;s__Geomonas sp000175115	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfuromonadales;f__Geobacteraceae;g__Geobacter;x__unclassified Geobacter;s__Geobacter sp. M18	NC_014973.1_4384	NC_014973.1_1846	NC_014973.1_1847											
3735	GB_GCA_903887485.1	293402	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__UBA2270;s__UBA2270 sp903887485	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;x__environmental samples;s__uncultured Desulfobulbaceae bacterium	CAISPV010000025.1_20	CAISPV010000119.1_22	CAISPV010000119.1_21											
3736	GB_GCA_013150915.1	1913989	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__BMS3Bbin11;g__BMS3Bbin11;s__BMS3Bbin11 sp013150915	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium	JAADJE010000001.1_63	JAADJE010000012.1_4	JAADJE010000012.1_5											
3737	RS_GCF_000243255.1	937775	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus limicola	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus limicola;x__Methanoplanus limicola DSM 2279	NZ_CM001436.1_1757	NZ_CM001436.1_2827	NZ_CM001436.1_2828							NZ_CM001436.1_455	NZ_CM001436.1_2826			
3738	GB_GCA_905233365.1	1500547	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;s__Succiniclasticum sp905233365	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Succiniclasticum;x__environmental samples;s__uncultured Succiniclasticum sp.	CAJODT010000023.1_25	CAJODT010000028.1_31	CAJODT010000028.1_30											
3739	RS_GCF_003477705.1	2049045	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp900066555	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;x__unclassified Eubacteriaceae;s__Eubacteriaceae bacterium	NZ_QUDV01000008.1_154	NZ_QUDV01000006.1_99	NZ_QUDV01000006.1_91											
3740	GB_GCA_002371825.1	1265	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_L	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__Ruminococcus flavefaciens	DFHF01000062.1_16	DFHF01000008.1_88	DFHF01000008.1_87											
3741	RS_GCF_900110435.1	316057	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Rhodopseudomonas;s__Rhodopseudomonas pseudopalustris	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Bradyrhizobiaceae;g__Rhodopseudomonas;s__Rhodopseudomonas palustris;x__Rhodopseudomonas palustris BisB5	NZ_FODT01000017.1_69	NZ_FODT01000002.1_77	NZ_FODT01000002.1_78									NZ_FODT01000003.1_479	NZ_FODT01000003.1_476	NZ_FODT01000003.1_478
