	GenomeID	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
3348	RS_GCF_003201855.1	NZ_QJKI01000006.1_18	NZ_QJKI01000003.1_214	NZ_QJKI01000003.1_213											
3349	RS_GCF_018130385.1	NZ_JAFCLU010000001.1_523	NZ_JAFCLU010000037.1_81	NZ_JAFCLU010000037.1_80											
3350	RS_GCF_005116645.1	NZ_SWCM01000005.1_261	NZ_SWCM01000012.1_8	NZ_SWCM01000012.1_7											
3351	GB_GCA_016217785.1	JACRGA010000025.1_148	JACRGA010000025.1_10	JACRGA010000025.1_13							JACRGA010000025.1_96	JACRGA010000005.1_41			
3352	RS_GCF_000385375.1	NZ_ARVV01000001.1_3910	NZ_ARVV01000001.1_3473	NZ_ARVV01000001.1_3472									NZ_ARVV01000001.1_3153	NZ_ARVV01000001.1_3156	NZ_ARVV01000001.1_3154
3353	GB_GCA_002339745.1	DDKP01000076.1_1	DDKP01000095.1_4	DDKP01000095.1_7											
3354	GB_GCA_016720065.1	JADJXY010000002.1_2864	JADJXY010000002.1_2161	JADJXY010000002.1_2162											
3355	RS_GCF_009937995.1	NZ_AP021881.1_3301	NZ_AP021881.1_420	NZ_AP021881.1_421											
3356	RS_GCF_000167355.1	NZ_AAEW02000009.1_67	NZ_AAEW02000007.1_88	NZ_AAEW02000007.1_87											
3357	RS_GCF_000711225.1	NZ_JOMG01000002.1_1344	NZ_JOMG01000002.1_2388	NZ_JOMG01000002.1_2387											
3358	RS_GCF_000527135.1	NZ_AZUP01000001.1_2840	NZ_AZUP01000001.1_3308	NZ_AZUP01000001.1_3309									NZ_AZUP01000001.1_3623	NZ_AZUP01000001.1_3620	NZ_AZUP01000001.1_3622
3359	GB_GCA_002083615.1	MSXO01000043.1_34	MSXO01000027.1_2	MSXO01000027.1_3											
3360	RS_GCF_009469585.1	NZ_SSXW01000003.1_12	NZ_SSXW01000017.1_29	NZ_SSXW01000017.1_28											
3361	RS_GCF_006516955.1	NZ_VHLG01000012.1_40	NZ_VHLG01000012.1_113	NZ_VHLG01000012.1_114											
3362	GB_GCA_007695045.1	REEP01000044.1_56	REEP01000046.1_2	REEP01000046.1_1											
3363	RS_GCF_011516645.2	NZ_JAAOLE020000001.1_9295	NZ_JAAOLE020000001.1_1617	NZ_JAAOLE020000001.1_1618											
3364	RS_GCF_000426705.1	NZ_AUFW01000021.1_20	NZ_AUFW01000017.1_140	NZ_AUFW01000017.1_139											
3365	RS_GCF_003173035.1	NZ_QGLE01000006.1_20	NZ_QGLE01000002.1_392	NZ_QGLE01000002.1_393											
3366	RS_GCF_003945225.1	NZ_RSDX01000001.1_505	NZ_RSDX01000001.1_345	NZ_RSDX01000001.1_344											
3367	GB_GCA_013335845.1	JAAXUU010000030.1_4	JAAXUU010000083.1_7	JAAXUU010000183.1_3											
3368	RS_GCF_002072955.1	NZ_LPUF01000001.1_362	NZ_LPUF01000003.1_51	NZ_LPUF01000003.1_50											
3369	RS_GCF_000344805.1	NC_020453.1_205	NC_020453.1_2238	NC_020453.1_2239									NC_020453.1_5823	NC_020453.1_5820	NC_020453.1_5822
3370	GB_GCA_003676145.1	NAUB01000007.1_19	NAUB01000026.1_144	NAUB01000026.1_143											
3371	GB_GCA_018780105.1	JADMKC010000037.1_9	JADMKC010000006.1_1	JADMKC010000006.1_2											
3372	RS_GCF_013416775.1	NZ_SZVI01000005.1_235	NZ_SZVI01000001.1_267	NZ_SZVI01000001.1_266									NZ_SZVI01000013.1_722	NZ_SZVI01000013.1_725	NZ_SZVI01000013.1_723
3373	GB_GCA_002862125.1	PHSP01000001.1_1335	PHSP01000001.1_60	PHSP01000001.1_61											
3374	RS_GCF_000518645.1	NZ_JADZ01000006.1_257	NZ_JADZ01000010.1_56	NZ_JADZ01000010.1_57											
3375	GB_GCA_016791025.1	JAEUNX010000045.1_4	JAEUNX010000002.1_1	JAEUNX010000059.1_3											
3376	GB_GCA_002897635.1	BDTD01000015.1_85	BDTD01000018.1_19	BDTD01000018.1_20											
3377	GB_GCA_905236025.1	CAJOOB010000040.1_18	CAJOOB010000069.1_9	CAJOOB010000069.1_8											
3378	GB_GCA_016744395.1	JADGEK010000138.1_7	JADGEK010000046.1_22	JADGEK010000046.1_23											
3379	GB_GCA_009772895.1	WOUP01000025.1_10	WOUP01000008.1_47	WOUP01000008.1_48											
3380	GB_GCA_002842435.1	PHCX01000004.1_14	PHCX01000007.1_10	PHCX01000007.1_11											
3381	GB_GCA_017475765.1	JAFVEY010000026.1_23	JAFVEY010000049.1_43	JAFVEY010000027.1_5											
3382	GB_GCA_001709035.1	LVKA01000015.1_257	LVKA01000021.1_3	LVKA01000021.1_4											
3383	RS_GCF_000424285.1	NZ_AUJP01000015.1_43	NZ_KE384157.1_167	NZ_KE384157.1_166											
3384	GB_GCA_902771595.1	CACXXH010000002.1_32	CACXXH010000047.1_21	CACXXH010000047.1_20											
3385	RS_GCF_008632455.1	NZ_CP043929.1_692	NZ_CP043929.1_921	NZ_CP043929.1_922											
3386	RS_GCF_002600635.1	NZ_CP021371.1_4465	NZ_CP021375.1_113	NZ_CP021375.1_114											
3387	RS_GCF_004802635.2	NZ_CP046052.1_3213	NZ_CP046052.1_3977	NZ_CP046052.1_3976	NZ_CP046052.1_68	NZ_CP046052.1_70	NZ_CP046052.1_66								
3388	GB_GCA_016212685.1	JACREW010000191.1_11	JACREW010000217.1_3	JACREW010000217.1_2											
3389	GB_GCA_016791005.1	JAEUNY010000073.1_59	JAEUNY010000018.1_14	JAEUNY010000024.1_5											
3390	GB_GCA_016195565.1	JACPZK010000029.1_13	JACPZK010000022.1_59	JACPZK010000022.1_58											
3391	GB_GCA_900315425.1	OMZA01000016.1_16	OMZA01000014.1_13	OMZA01000014.1_12											
3392	GB_GCA_017545445.1	JAFWOM010000027.1_30	JAFWOM010000078.1_20	JAFWOM010000078.1_19											
3393	GB_GCA_902766045.1	CACXCA010000004.1_65	CACXCA010000001.1_32	CACXCA010000001.1_31											
3394	GB_GCA_002841765.1	PHAV01000009.1_30	PHAV01000014.1_64	PHAV01000014.1_63											
3395	GB_GCA_017634825.1	JAGBMP010000004.1_27	JAGBMP010000013.1_7	JAGBMP010000013.1_6											
3396	GB_GCA_012034575.1	JAAUPF010000259.1_4	JAAUPF010000091.1_18	JAAUPF010000091.1_19											
3397	GB_GCA_012522085.1	JAAYLE010000109.1_17	JAAYLE010000114.1_6	JAAYLE010000114.1_7											
3398	GB_GCA_903945375.1	CAJAVP010000005.1_4	CAJAVP010000005.1_30	CAJAVP010000005.1_29											
3399	GB_GCA_018712945.1	DVFZ01000010.1_3	DVFZ01000095.1_33	DVFZ01000095.1_32											
3400	GB_GCA_015688915.1	JAATGX010000211.1_20	JAATGX010000194.1_13	JAATGX010000194.1_14											
3401	RS_GCF_009469615.1	NZ_SSXX01000005.1_209	NZ_SSXX01000002.1_418	NZ_SSXX01000002.1_417											
3402	GB_GCA_016938675.1	JAFGUF010000027.1_130	JAFGUF010000032.1_5	JAFGUF010000032.1_6											
3403	GB_GCA_002304785.1	DBMG01000121.1_18	DBMG01000129.1_8	DBMG01000129.1_9											
3404	GB_GCA_019100305.1	JAHRHW010000007.1_13	JAHRHW010000315.1_4	JAHRHW010000315.1_5											
3405	RS_GCF_017875315.1	NZ_JAGGMM010000003.1_538	NZ_JAGGMM010000001.1_497	NZ_JAGGMM010000001.1_498							NZ_JAGGMM010000001.1_140	NZ_JAGGMM010000004.1_45			
3406	GB_GCA_001802655.1	MGZO01000129.1_34	MGZO01000020.1_17	MGZO01000020.1_18											
3407	GB_GCA_012516785.1	JAAYWH010000026.1_9	JAAYWH010000029.1_62	JAAYWH010000074.1_39							JAAYWH010000029.1_45	JAAYWH010000029.1_61			
3408	GB_GCA_001604585.1	LVBW01000062.1_4	LVBW01000006.1_6	LVBW01000006.1_7											
3409	RS_GCF_900155545.1	NZ_LT732526.1_3242	NZ_LT732525.1_389	NZ_LT732525.1_388											
3410	GB_GCA_902766335.1	CACXDI010000052.1_4	CACXDI010000148.1_26	CACXDI010000148.1_25											
3411	RS_GCF_003112695.1	NZ_BFBP01000008.1_51	NZ_BFBP01000013.1_76	NZ_BFBP01000013.1_77											
3412	RS_GCF_900116865.1	NZ_FPCD01000003.1_199	NZ_FPCD01000004.1_206	NZ_FPCD01000004.1_207											
3413	RS_GCF_003722355.1	NZ_QWDD01000001.1_275	NZ_QWDD01000001.1_789	NZ_QWDD01000001.1_790											
3414	GB_GCA_003554505.1	PWGS01000221.1_24	PWGS01000305.1_8	PWGS01000305.1_9											
3415	RS_GCF_000359745.1	NZ_AQHN01000089.1_242	NZ_AQHN01000086.1_86	NZ_AQHN01000086.1_87											
3416	GB_GCA_018400015.1	JAGYNB010000005.1_2	JAGYNB010000001.1_10	JAGYNB010000001.1_11											
3417	GB_GCA_002470165.1	DKNF01000095.1_5	DKNF01000243.1_4	DKNF01000243.1_5											
3418	RS_GCF_000472865.1	NZ_AXAP01000022.1_24	NZ_AXAP01000141.1_13	NZ_AXAP01000141.1_12											
3419	GB_GCA_017392525.1	JAFOVD010000027.1_47	JAFOVD010000051.1_10	JAFOVD010000051.1_9											
3420	GB_GCA_013152215.1	JAADGT010000324.1_8	JAADGT010000230.1_4	JAADGT010000230.1_3											
3421	GB_GCA_003252075.1	QKDO01000004.1_13	QKDO01000127.1_25	QKDO01000127.1_24											
3422	GB_GCA_001644045.1	LUUF01000009.1_39	LUUF01000077.1_9	LUUF01000077.1_8											
3423	GB_GCA_013152045.1	JAADGZ010000041.1_7	JAADGZ010000052.1_11	JAADGZ010000052.1_10											
3424	RS_GCF_002001205.1	NZ_MUNZ01000194.1_27	NZ_MUNZ01000131.1_36	NZ_MUNZ01000131.1_35											
3425	RS_GCF_000424465.1	NZ_AUJY01000022.1_31	NZ_AUJY01000002.1_227	NZ_AUJY01000002.1_228											
3426	RS_GCF_000239795.1	NZ_CAFJ01000214.1_10	NZ_CAFJ01000159.1_1	NZ_CAFJ01000392.1_1									NZ_CAFJ01000071.1_2	NZ_CAFJ01000277.1_3	NZ_CAFJ01000071.1_1
3427	GB_GCA_006212005.1	SDAZ01000033.1_10	SDAZ01000124.1_2	SDAZ01000100.1_8											
3428	GB_GCA_002257205.1	NCHM01000295.1_2	NCHM01000544.1_2	NCHM01000106.1_18											
3429	GB_GCA_002423105.1	DIUT01000037.1_15	DIUT01000028.1_21	DIUT01000028.1_22											
3430	GB_GCA_013792005.1	VMSU01000012.1_6	VMSU01000077.1_12	VMSU01000077.1_14											
3431	GB_GCA_017958365.1	JAGDCV010000107.1_3	JAGDCV010000081.1_25	JAGDCV010000081.1_26											
3432	GB_GCA_002307185.1	DBTT01000011.1_84	DBTT01000046.1_80	DBTT01000046.1_79				DBTT01000042.1_9	DBTT01000042.1_12	DBTT01000042.1_7					
3433	GB_GCA_902725215.1	CACUVI010000025.1_64	CACUVI010000001.1_69	CACUVI010000001.1_70											
3434	RS_GCF_003441615.1	NZ_CP031842.1_3021	NZ_CP031842.1_1320	NZ_CP031842.1_1319											
3435	RS_GCF_017161305.1	NZ_CP031518.1_1605	NZ_CP031518.1_2146	NZ_CP031518.1_2164											
3436	RS_GCF_001017125.1	NZ_JXOJ01000004.1_147	NZ_JXOJ01000002.1_252	NZ_JXOJ01000002.1_257							NZ_JXOJ01000002.1_47	NZ_JXOJ01000002.1_251			
3437	GB_GCA_903925075.1	CAIYDQ010000098.1_2	CAIYDQ010000034.1_3	CAIYDQ010000034.1_4											
3438	GB_GCA_016937345.1	JAFGWE010000021.1_77	JAFGWE010000044.1_95	JAFGWE010000023.1_12							JAFGWE010000009.1_83	JAFGWE010000023.1_11			
3439	GB_GCA_003963145.1	RXJJ01000003.1_462	RXJJ01000019.1_70	RXJJ01000019.1_69											
3440	RS_GCF_018449575.1	NZ_JAAVUT010000006.1_119	NZ_JAAVUT010000010.1_91	NZ_JAAVUT010000010.1_92				NZ_JAAVUT010000006.1_98	NZ_JAAVUT010000006.1_97	NZ_JAAVUT010000006.1_100					
3441	RS_GCF_003034965.1	NZ_PZKE01000001.1_225	NZ_PZKE01000003.1_260	NZ_PZKE01000003.1_261									NZ_PZKE01000022.1_22	NZ_PZKE01000022.1_25	NZ_PZKE01000022.1_23
3442	GB_GCA_002869685.1	PKUE01000118.1_7	PKUE01000007.1_72	PKUE01000007.1_71											
3443	RS_GCF_000807255.1	NZ_CP009268.1_3991	NZ_CP009268.1_1383	NZ_CP009268.1_1384	NZ_CP009268.1_1373	NZ_CP009268.1_1381	NZ_CP009268.1_1375	NZ_CP009268.1_3728	NZ_CP009268.1_3730	NZ_CP009268.1_3726					
3444	RS_GCF_003337715.1	NZ_QPIX01000014.1_25	NZ_QPIX01000006.1_171	NZ_QPIX01000006.1_170											
3445	GB_GCA_017428545.1	JAFRQR010000035.1_2	JAFRQR010000020.1_187	JAFRQR010000020.1_186											
3446	GB_GCA_015056655.1	SVFV01000017.1_7	SVFV01000012.1_17	SVFV01000012.1_16											
3447	RS_GCF_000375585.1	NZ_AQWP01000014.1_76	NZ_AQWP01000008.1_12	NZ_AQWP01000008.1_11											
3448	GB_GCA_002842215.1	PHCC01000018.1_104	PHCC01000012.1_59	PHCC01000012.1_58											
3449	GB_GCA_002840765.1	PHCE01000002.1_377	PHCE01000006.1_129	PHCE01000006.1_128											
3450	GB_GCA_017552455.1	JAFZPX010000023.1_16	JAFZPX010000012.1_20	JAFZPX010000012.1_21											
3451	GB_GCA_015661405.1	JACWMK010000005.1_52	JACWMK010000033.1_26	JACWMK010000033.1_25				JACWMK010000023.1_16	JACWMK010000038.1_2	JACWMK010000023.1_14	JACWMK010000011.1_11	JACWMK010000032.1_15			
3452	GB_GCA_018399655.1	JAGYNS010000016.1_2	JAGYNS010000012.1_11	JAGYNS010000012.1_12											
3453	GB_GCA_017510605.1	JAFWMQ010000001.1_38	JAFWMQ010000008.1_161	JAFWMQ010000008.1_162											
3454	RS_GCF_006459125.1	NZ_CP041070.1_2210	NZ_CP041070.1_81	NZ_CP041070.1_80											
3455	RS_GCF_000379365.1	NZ_KB901875.1_1863	NZ_KB901877.1_194	NZ_KB901877.1_193											
3456	GB_GCA_016714605.1	JADKDL010000006.1_76	JADKDL010000007.1_69	JADKDL010000007.1_70											
3457	RS_GCF_000171235.2	NZ_ABEA03000097.1_14	NZ_ABEA03000004.1_50	NZ_ABEA03000004.1_49				NZ_ABEA03000203.1_52	NZ_ABEA03000205.1_1	NZ_ABEA03000203.1_50					
3458	GB_GCA_002067095.1	MVQD01000079.1_6	MVQD01000106.1_246	MVQD01000106.1_213							MVQD01000106.1_231	MVQD01000106.1_245			
3459	RS_GCF_000244895.1	NZ_CM001441.1_5278	NZ_CM001441.1_4628	NZ_CM001441.1_4627											
3460	GB_GCA_003153275.1	PLXX01000050.1_15	PLXX01000039.1_26	PLXX01000039.1_25											
3461	RS_GCF_000063445.1	NC_009464.1_2296	NC_009464.1_1400	NC_009464.1_1399							NC_009464.1_1104	NC_009464.1_1105			
3462	GB_GCA_902766125.1	CACXCG010000018.1_45	CACXCG010000046.1_21	CACXCG010000046.1_20											
3463	GB_GCA_003712145.1	RHLS01000003.1_47	RHLS01000040.1_10	RHLS01000040.1_11											
3464	GB_GCA_002448975.1	DKBO01000155.1_16	DKBO01000139.1_13	DKBO01000139.1_14											
3465	RS_GCF_004362745.1	NZ_SNXY01000008.1_462	NZ_SNXY01000009.1_55	NZ_SNXY01000009.1_56											
3466	GB_GCA_900315285.1	OMYO01000003.1_42	OMYO01000017.1_28	OMYO01000017.1_27											
3467	RS_GCF_000526155.1	NZ_JAFN01000001.1_2792	NZ_JAFN01000001.1_2213	NZ_JAFN01000001.1_2212											
3468	GB_GCA_018713335.1	DVOW01000050.1_18	DVOW01000002.1_7	DVOW01000002.1_8											
3469	GB_GCA_002298965.1	DBMN01000254.1_10	DBMN01000263.1_33	DBMN01000263.1_32											
3470	GB_GCA_004298625.1	SCSY01000311.1_7	SCSY01000135.1_21	SCSY01000135.1_20											
3471	RS_GCF_900107645.1	NZ_FNQN01000005.1_87	NZ_FNQN01000010.1_113	NZ_FNQN01000010.1_112											
3472	GB_GCA_017484285.1	JAFUTH010000020.1_7	JAFUTH010000003.1_114	JAFUTH010000003.1_113											
3473	RS_GCF_006483455.1	NZ_PPPU01000034.1_14	NZ_PPPU01000012.1_227	NZ_PPPU01000012.1_226											
3474	GB_GCA_002779605.1	PEWE01000025.1_30	PEWE01000002.1_184	PEWE01000002.1_183											
3475	GB_GCA_016869555.1	VGDY01000001.1_36	VGDY01000033.1_43	VGDY01000033.1_42											
3476	RS_GCF_004336975.1	NZ_SJXE01000001.1_1083	NZ_SJXE01000007.1_48	NZ_SJXE01000007.1_49											
3477	RS_GCF_018906035.1	NZ_CP072875.1_918	NZ_CP072875.1_1139	NZ_CP072875.1_1140	NZ_CP072875.1_2250	NZ_CP072875.1_2240	NZ_CP072875.1_2252	NZ_CP072875.1_2068	NZ_CP072875.1_2069	NZ_CP072875.1_2066					
3478	GB_GCA_016218975.1	JACRCO010000097.1_29	JACRCO010000071.1_84	JACRCO010000071.1_83											
3479	GB_GCA_000701625.1	JNJK01000043.1_22	JNJK01000002.1_265	JNJK01000002.1_266											
3480	GB_GCA_018712885.1	DVGE01000236.1_4	DVGE01000201.1_3	DVGE01000203.1_5											
3481	RS_GCF_002995745.1	NZ_PVXQ01000030.1_17	NZ_PVXQ01000001.1_143	NZ_PVXQ01000001.1_142											
3482	GB_GCA_016932015.1	JAFGDQ010000024.1_9	JAFGDQ010000034.1_4	JAFGDQ010000034.1_5											
3483	GB_GCA_902801155.1	CADCHG010000001.1_130	CADCHG010000008.1_13	CADCHG010000008.1_14											
3484	RS_GCF_014773395.1	NZ_JACXAF010000012.1_115	NZ_JACXAF010000002.1_32	NZ_JACXAF010000002.1_33											
3485	GB_GCA_903922075.1	CAIXSK010000367.1_3	CAIXSK010000081.1_1	CAIXSK010000275.1_17											
3486	RS_GCF_010206195.1	NZ_VIQT01000022.1_8	NZ_VIQT01000009.1_37	NZ_VIQT01000009.1_38											
3487	GB_GCA_002498065.1	DAFZ01000028.1_9	DAFZ01000088.1_3	DAFZ01000088.1_9							DAFZ01000017.1_10	DAFZ01000088.1_2			
3488	RS_GCF_002752655.1	NZ_CP023737.1_2509	NZ_CP023737.1_1728	NZ_CP023737.1_1727											
3489	GB_GCA_002425225.1	DILV01000026.1_338	DILV01000011.1_11	DILV01000011.1_10											
3490	RS_GCF_018476885.1	NZ_JAHCVJ010000004.1_154	NZ_JAHCVJ010000007.1_148	NZ_JAHCVJ010000007.1_149											
3491	GB_GCA_018716725.1	DVJP01000082.1_29	DVJP01000083.1_15	DVJP01000083.1_16											
3492	GB_GCA_016650295.1	JAENWA010000069.1_22	JAENWA010000031.1_7	JAENWA010000031.1_8											
3493	GB_GCA_016212165.1	JACRGY010000057.1_7	JACRGY010000106.1_17	JACRGY010000106.1_18											
3494	GB_GCA_012797575.1	JAAZOW010000066.1_2	JAAZOW010000257.1_1	JAAZOW010000199.1_3							JAAZOW010000346.1_2	JAAZOW010000257.1_2			
3495	GB_GCA_000746015.1	JQKK01000005.1_19	JQKK01000025.1_19	JQKK01000025.1_20											
3496	GB_GCA_900111435.1	FOIY01000004.1_89	FOIY01000003.1_135	FOIY01000003.1_134											
3497	GB_GCA_017392945.1	JAFOSK010000057.1_6	JAFOSK010000066.1_36	JAFOSK010000066.1_42											
3498	GB_GCA_900318545.1	ONLC01000055.1_9	ONLC01000005.1_11	ONLC01000005.1_12											
3499	RS_GCF_000455225.1	NZ_HF954537.1_366	NZ_HF954558.1_126	NZ_HF954558.1_125											
3500	GB_GCA_902782985.1	CACZPC010000180.1_2	CACZPC010000177.1_6	CACZPC010000177.1_5											
3501	GB_GCA_002418835.1	DIEX01000018.1_286	DIEX01000030.1_45	DIEX01000030.1_44											
3502	RS_GCF_900209925.1	NZ_LT907978.1_3083	NZ_LT907978.1_561	NZ_LT907978.1_562											
3503	RS_GCF_000577275.2	NZ_HG916852.1_4253	NZ_CBYB010000054.1_16	NZ_CBYB010000054.1_15											
3504	RS_GCF_900094565.1	NZ_FMAF01000002.1_69	NZ_FMAF01000052.1_12	NZ_FMAF01000052.1_11											
3505	GB_GCA_003634075.1	RBIO01000001.1_884	RBIO01000001.1_2035	RBIO01000001.1_2034											
3506	GB_GCA_017537925.1	JAFYJW010000059.1_3	JAFYJW010000037.1_3	JAFYJW010000037.1_2											
3507	GB_GCA_900314975.1	OMXI01000063.1_7	OMXI01000001.1_28	OMXI01000001.1_27											
3508	GB_GCA_017302485.1	JAFLDI010000137.1_7	JAFLDI010000086.1_7	JAFLDI010000086.1_6											
3509	GB_GCA_017437965.1	JAFRWN010000135.1_10	JAFRWN010000123.1_33	JAFRWN010000123.1_34											
3510	RS_GCF_001708965.1	NZ_LVJW01000007.1_80	NZ_LVJW01000003.1_1567	NZ_LVJW01000003.1_1566											
3511	RS_GCF_000214725.1	NC_015574.1_1	NC_015574.1_2014	NC_015574.1_2015							NC_015574.1_64	NC_015574.1_541			
3512	GB_GCA_902809985.1	CADDXC010000001.1_3003	CADDXC010000001.1_807	CADDXC010000001.1_808											
3513	GB_GCA_017650195.1	JAGCFH010000262.1_5	JAGCFH010000072.1_6	JAGCFH010000072.1_5											
3514	GB_GCA_016760525.1	JAESUW010000094.1_13	JAESUW010000044.1_10	JAESUW010000044.1_11											
3515	GB_GCA_017649745.1	JAGCGE010000278.1_3	JAGCGE010000388.1_5	JAGCGE010000027.1_4											
3516	GB_GCA_003094535.1	NATV01000174.1_3	NATV01000056.1_12	NATV01000056.1_11											
3517	GB_GCA_012521755.1	JAAYLV010000105.1_39	JAAYLV010000045.1_8	JAAYLV010000045.1_7											
3518	RS_GCF_000349945.1	NC_020516.1_106	NC_020516.1_4003	NC_020516.1_769											
3519	RS_GCF_000177255.2	NC_014834.1_332	NC_014834.1_4749	NC_014834.1_4748				NC_014834.1_3096	NC_014834.1_3095	NC_014834.1_3098			NC_014834.1_3931	NC_014834.1_3928	NC_014834.1_3930
3520	GB_GCA_018820925.1	JAHJNJ010000009.1_20	JAHJNJ010000024.1_60	JAHJNJ010000024.1_59											
3521	GB_GCA_017960415.1	JAGCZE010000072.1_1	JAGCZE010000237.1_8	JAGCZE010000237.1_7											
3522	RS_GCF_004402045.1	NZ_SOMG01000011.1_339	NZ_SOMG01000030.1_656	NZ_SOMG01000030.1_657											
3523	GB_GCA_014860175.1	JACZKF010000530.1_12	JACZKF010000051.1_3	JACZKF010000051.1_4											
3524	RS_GCF_000473045.1	NZ_AXAY01000037.1_61	NZ_AXAY01000035.1_70	NZ_AXAY01000035.1_71											
3525	RS_GCF_002017865.1	NZ_MTJN01000002.1_2124	NZ_MTJN01000002.1_2621	NZ_MTJN01000002.1_2622									NZ_MTJN01000002.1_865	NZ_MTJN01000002.1_868	NZ_MTJN01000002.1_866
3526	RS_GCF_001514535.1	NZ_BCNO01000001.1_640	NZ_BCNO01000003.1_18	NZ_BCNO01000003.1_19											
3527	GB_GCA_002839645.1	PGYL01000024.1_39	PGYL01000007.1_86	PGYL01000038.1_16							PGYL01000011.1_35	PGYL01000007.1_85			
3528	GB_GCA_900538805.1	UPZP01000004.1_24	UPZP01000027.1_2	UPZP01000027.1_1											
3529	RS_GCF_000265205.3	NC_018000.1_5818	NT_187151.1_119	NT_187151.1_19											
3530	GB_GCA_002340325.1	DDLV01000112.1_9	DDLV01000032.1_13	DDLV01000032.1_12											
3531	GB_GCA_902158735.1	CABGHG010000065.1_7	CABGHG010000096.1_2	CABGHG010000096.1_3							CABGHG010000007.1_2	CABGHG010000016.1_14			
3532	GB_GCA_001604405.1	LVBL01000089.1_5	LVBL01000030.1_14	LVBL01000030.1_15											
3533	GB_GCA_015655565.1	JAATEU010000027.1_4	JAATEU010000146.1_4	JAATEU010000146.1_5				JAATEU010000056.1_7	JAATEU010000042.1_8	JAATEU010000056.1_5					
3534	RS_GCF_900218035.1	NZ_OBMR01000009.1_75	NZ_OBMR01000007.1_52	NZ_OBMR01000007.1_51											
3535	RS_GCF_000621565.1	NZ_JHXZ01000014.1_82	NZ_KK211305.1_213	NZ_KK211305.1_214											
3536	RS_GCF_000304315.1	NC_018485.1_2144	NC_018485.1_2597	NC_018485.1_2598											
3537	GB_GCA_902785455.1	CACZYY010000021.1_14	CACZYY010000114.1_5	CACZYY010000114.1_11											
3538	RS_GCF_001644035.1	NZ_LUUG01000079.1_15	NZ_LUUG01000063.1_32	NZ_LUUG01000063.1_33											
3539	GB_GCA_016744555.1	JADGED010000158.1_3	JADGED010000182.1_3	JADGED010000187.1_7											
3540	GB_GCA_013349665.1	DUZF01000020.1_10	DUZF01000016.1_11	DUZF01000016.1_12									DUZF01000041.1_12	DUZF01000041.1_15	DUZF01000041.1_13
3541	GB_GCA_900105215.1	FOIP01000001.1_1306	FOIP01000002.1_2008	FOIP01000002.1_2007											
3542	GB_GCA_016931325.1	JAFGFC010000100.1_22	JAFGFC010000175.1_4	JAFGFC010000175.1_3											
3543	RS_GCF_013184775.1	NZ_JAATVV010000010.1_39	NZ_JAATVV010000010.1_110	NZ_JAATVV010000010.1_111											
3544	RS_GCF_016865255.1	NZ_CP033381.1_4367	NZ_CP033381.1_3992	NZ_CP033381.1_3993											
3545	GB_GCA_002367105.1	DFCS01000014.1_11	DFCS01000026.1_35	DFCS01000026.1_36											
3546	GB_GCA_002506105.1	DAWU01000041.1_61	DAWU01000006.1_9	DAWU01000006.1_10							DAWU01000053.1_51	DAWU01000012.1_30			
3547	GB_GCA_003161755.1	PMNP01000230.1_3	PMNP01000273.1_17	PMNP01000108.1_4											
3548	GB_GCA_003647095.1	QMME01000005.1_22	QMME01000010.1_5	QMME01000010.1_6											
3549	GB_GCA_902766735.1	CACXEU010000054.1_14	CACXEU010000002.1_4	CACXEU010000002.1_3											
3550	RS_GCF_000330885.1	NC_020059.1_3685	NC_020061.1_290	NC_020061.1_291											
3551	GB_GCA_002391065.1	DGRP01000166.1_3	DGRP01000082.1_3	DGRP01000082.1_2											
3552	GB_GCA_009668975.1	SBEG01000009.1_59	SBEG01000017.1_46	SBEG01000017.1_45											
3553	GB_GCA_902787595.1	CADAHD010000178.1_2	CADAHD010000483.1_3	CADAHD010000360.1_1											
3554	RS_GCF_001047375.1	NZ_LFVU01000026.1_23	NZ_LFVU01000028.1_197	NZ_LFVU01000028.1_196											
3555	GB_GCA_016222945.1	JACRPY010000002.1_158	JACRPY010000002.1_611	JACRPY010000002.1_610							JACRPY010000002.1_244	JACRPY010000004.1_259			
3556	GB_GCA_902797305.1	CADBSK010000085.1_6	CADBSK010000042.1_21	CADBSK010000042.1_20											
3557	RS_GCF_000971475.1	NZ_DF967522.1_231	NZ_DF967527.1_143	NZ_DF967527.1_144											
3558	GB_GCA_016714645.1	JADKCI010000001.1_486	JADKCI010000001.1_1065	JADKCI010000001.1_1064									JADKCI010000004.1_659	JADKCI010000004.1_662	JADKCI010000004.1_660
3559	GB_GCA_017961625.1	JAGCWY010000059.1_96	JAGCWY010000148.1_3	JAGCWY010000148.1_4											
3560	GB_GCA_004346725.1	SMDE01000013.1_66	SMDE01000005.1_46	SMDE01000005.1_45											
3561	GB_GCA_017962415.1	JAGCVK010000045.1_44	JAGCVK010000081.1_5	JAGCVK010000081.1_4											
3562	GB_GCA_003151535.1	PLXT01000062.1_3	PLXT01000078.1_10	PLXT01000078.1_9				PLXT01000077.1_57	PLXT01000077.1_54	PLXT01000077.1_59	PLXT01000077.1_48	PLXT01000108.1_20			
3563	GB_GCA_903930145.1	CAIYXP010000533.1_2	CAIYXP010000271.1_6	CAIYXP010000271.1_5											
